minute,day,flow.category,side,bee/wind orientation,flight direction,median velocity in px/second (x+y components)
91,06_18_17',-1,LEFT',UW',FEED',0.6592636193
92,06_18_17',-1,LEFT',UW',FEED',0.3342125416
92,06_18_17',-1,LEFT',UW',FEED',0.3979184462
93,06_18_17',0,RITE',NW',FEED',0.5216096803
93,06_18_17',0,RITE',NW',NEST',0.5472382668
93,06_18_17',0,RITE',NW',NEST',0.6883919271
94,06_18_17',-1,LEFT',DW',NEST',0.3636160652
96,06_18_17',-1,LEFT',UW',FEED',0.5436878537
96,06_18_17',0,RITE',NW',NEST',0.205646435
96,06_18_17',-1,LEFT',UW',FEED',0.2599579293
97,06_18_17',0,RITE',NW',NEST',0.269653172
97,06_18_17',-1,LEFT',DW',NEST',0.5685288293
98,06_18_17',-1,LEFT',DW',NEST',0.3734654657
98,06_18_17',-1,LEFT',UW',FEED',0.4561825217
99,06_18_17',-1,LEFT',DW',NEST',0.494905464
100,06_18_17',-1,LEFT',UW',FEED',0.3359728629
101,06_18_17',-1,LEFT',UW',FEED',0.4178988005
101,06_18_17',0,RITE',NW',NEST',0.4154535057
101,06_18_17',0,RITE',NW',FEED',0.438337824
103,06_18_17',0,RITE',NW',FEED',0.7343427026
103,06_18_17',-1,LEFT',UW',FEED',0.2278064075
105,06_18_17',0,RITE',NW',NEST',0.3718559271
106,06_18_17',0,RITE',NW',NEST',0.8779718896
107,06_18_17',0,RITE',NW',FEED',0.2671767365
108,06_18_17',-1,LEFT',UW',FEED',0.2817391642
108,06_18_17',-1,LEFT',UW',FEED',0.8130965452
108,06_18_17',-1,LEFT',UW',FEED',0.5026979976
109,06_18_17',-1,LEFT',UW',FEED',0.2381348681
109,06_18_17',-1,LEFT',DW',NEST',0.2698067605
111,06_18_17',-1,LEFT',UW',FEED',0.2303180363
111,06_18_17',0,RITE',NW',NEST',0.8312215247
112,06_18_17',0,RITE',NW',NEST',0.599880992
112,06_18_17',0,RITE',NW',NEST',0.5371449344
113,06_18_17',-1,LEFT',UW',FEED',0.9488859865
113,06_18_17',-1,LEFT',UW',FEED',0.4133358204
114,06_18_17',0,RITE',NW',FEED',0.4353212956
114,06_18_17',0,RITE',NW',NEST',0.2868827462
114,06_18_17',-1,LEFT',DW',NEST',0.5888046548
114,06_18_17',0,RITE',NW',FEED',0.5172227201
116,06_18_17',-1,LEFT',UW',FEED',0.3844537806
117,06_18_17',0,RITE',NW',NEST',0.515564532
117,06_18_17',-1,LEFT',UW',FEED',0.5305565817
117,06_18_17',-1,LEFT',DW',NEST',0.2556376265
117,06_18_17',0,RITE',NW',NEST',1.175959387
117,06_18_17',-1,LEFT',UW',FEED',0.4190046794
118,06_18_17',-1,LEFT',UW',FEED',0.4187534386
119,06_18_17',-1,LEFT',UW',FEED',0.4931408618
119,06_18_17',-1,LEFT',UW',FEED',0.5682201999
120,06_18_17',0,RITE',NW',NEST',0.4038654105
121,06_18_17',-1,LEFT',UW',FEED',0.6041522987
121,06_18_17',-1,LEFT',DW',NEST',0.273879566
2,06_19_17',0,RITE',NW',FEED',0.3558431934
4,06_19_17',0,LEFT',NW',FEED',0.2549509757
4,06_19_17',0,RITE',NW',NEST',0.2420553899
4,06_19_17',0,LEFT',NW',NEST',0.3813332253
5,06_19_17',0,RITE',NW',FEED',0.2400042517
5,06_19_17',0,RITE',NW',NEST',0.5882128975
5,06_19_17',0,RITE',NW',FEED',0.2756161728
6,06_19_17',0,LEFT',NW',NEST',0.2057669383
6,06_19_17',0,RITE',NW',FEED',0.2232927508
6,06_19_17',0,LEFT',NW',NEST',0.3555498645
6,06_19_17',0,RITE',NW',NEST',0.2274819394
6,06_19_17',0,RITE',NW',NEST',0.3009694028
7,06_19_17',0,RITE',NW',FEED',0.318438779
8,06_19_17',0,RITE',NW',NEST',0.3363180263
8,06_19_17',0,RITE',NW',NEST',0.2966688452
8,06_19_17',0,LEFT',NW',FEED',0.4901727704
9,06_19_17',0,LEFT',NW',NEST',0.5398520339
9,06_19_17',0,RITE',NW',NEST',0.2975833623
9,06_19_17',0,RITE',NW',FEED',0.3641227519
10,06_19_17',0,LEFT',NW',FEED',1.013509064
10,06_19_17',0,LEFT',NW',NEST',0.2888161222
10,06_19_17',0,RITE',NW',NEST',0.4674343622
11,06_19_17',0,RITE',NW',FEED',0.3508244799
12,06_19_17',0,RITE',NW',FEED',0.2846981088
12,06_19_17',0,RITE',NW',NEST',0.3421462035
12,06_19_17',0,LEFT',NW',NEST',0.2523442453
12,06_19_17',0,RITE',NW',NEST',0.2334964693
13,06_19_17',0,RITE',NW',NEST',0.2516316706
14,06_19_17',0,RITE',NW',FEED',0.6502382375
15,06_19_17',0,LEFT',NW',NEST',0.8506626224
16,06_19_17',0,LEFT',NW',FEED',0.3016858801
16,06_19_17',0,LEFT',NW',NEST',0.5818835784
16,06_19_17',0,RITE',NW',NEST',0.2956852392
16,06_19_17',0,LEFT',NW',FEED',0.2214697215
18,06_19_17',0,RITE',NW',NEST',0.2473015485
18,06_19_17',0,RITE',NW',NEST',0.4514493673
18,06_19_17',0,LEFT',NW',NEST',0.5104452026
18,06_19_17',0,RITE',NW',NEST',0.3758582257
19,06_19_17',0,LEFT',NW',FEED',0.7565593618
19,06_19_17',0,RITE',NW',NEST',0.3809810386
19,06_19_17',0,RITE',NW',NEST',0.3884184768
19,06_19_17',0,RITE',NW',FEED',0.6857998713
20,06_19_17',0,RITE',NW',NEST',0.4036324567
20,06_19_17',0,RITE',NW',NEST',0.3105455252
21,06_19_17',0,RITE',NW',NEST',0.4401187638
22,06_19_17',0,RITE',NW',FEED',0.4407147523
22,06_19_17',0,LEFT',NW',NEST',0.4064143539
23,06_19_17',0,LEFT',NW',FEED',0.4061713224
23,06_19_17',0,RITE',NW',NEST',0.5643955427
25,06_19_17',0,LEFT',NW',NEST',0.4911372161
25,06_19_17',0,LEFT',NW',NEST',0.4614615298
25,06_19_17',0,RITE',NW',NEST',0.304322663
25,06_19_17',0,LEFT',NW',FEED',0.3722578148
26,06_19_17',0,RITE',NW',FEED',0.442587158
27,06_19_17',0,LEFT',NW',NEST',0.3645698722
27,06_19_17',0,LEFT',NW',NEST',0.2919876809
27,06_19_17',0,LEFT',NW',NEST',0.5791494562
27,06_19_17',0,LEFT',NW',FEED',0.4291983915
28,06_19_17',0,LEFT',NW',NEST',0.4057191226
30,06_19_17',0,RITE',NW',FEED',0.6555550804
31,06_19_17',0,LEFT',NW',FEED',0.3010398645
31,06_19_17',0,RITE',NW',NEST',0.4252588608
31,06_19_17',0,RITE',NW',NEST',0.5404812536
32,06_19_17',0,RITE',NW',NEST',0.2220675187
32,06_19_17',0,RITE',NW',NEST',0.6807871053
32,06_19_17',0,LEFT',NW',NEST',0.4056089207
32,06_19_17',0,LEFT',NW',NEST',0.3577359591
32,06_19_17',0,LEFT',NW',FEED',0.7670135073
32,06_19_17',0,RITE',NW',FEED',0.2416989188
33,06_19_17',0,LEFT',NW',FEED',0.2231937662
33,06_19_17',0,LEFT',NW',NEST',0.5838930745
34,06_19_17',0,RITE',NW',NEST',0.4253521777
34,06_19_17',0,RITE',NW',FEED',0.6570628418
34,06_19_17',0,RITE',NW',NEST',0.3110554756
35,06_19_17',0,LEFT',NW',NEST',0.5095549537
35,06_19_17',0,LEFT',NW',FEED',0.4630874793
36,06_19_17',0,RITE',NW',FEED',0.2908169304
37,06_19_17',0,RITE',NW',NEST',0.3894991296
39,06_19_17',0,RITE',NW',NEST',0.2805907508
40,06_19_17',0,LEFT',NW',NEST',0.2793797383
41,06_19_17',0,LEFT',NW',FEED',0.8733805761
42,06_19_17',0,RITE',NW',NEST',0.5686170423
43,06_19_17',0,LEFT',NW',FEED',1.079320191
43,06_19_17',0,LEFT',NW',FEED',0.4408907277
44,06_19_17',0,RITE',NW',NEST',0.7694691485
45,06_19_17',0,LEFT',NW',NEST',0.3545619105
45,06_19_17',0,LEFT',NW',NEST',0.2531730599
47,06_19_17',0,LEFT',NW',NEST',0.2744922951
47,06_19_17',0,RITE',NW',NEST',0.2957902807
48,06_19_17',0,RITE',NW',NEST',0.2872981816
48,06_19_17',0,LEFT',NW',NEST',0.6825602663
48,06_19_17',0,RITE',NW',NEST',0.3622718812
49,06_19_17',0,RITE',NW',NEST',0.39934896
49,06_19_17',0,RITE',NW',FEED',0.7459664255
51,06_19_17',0,RITE',NW',NEST',0.5759732582
51,06_19_17',0,LEFT',NW',FEED',0.5044666891
52,06_19_17',0,RITE',NW',FEED',0.2071595325
53,06_19_17',0,LEFT',NW',FEED',0.6660751273
54,06_19_17',0,RITE',NW',FEED',0.3752588803
54,06_19_17',0,RITE',NW',NEST',0.2778945193
54,06_19_17',0,LEFT',NW',FEED',0.3166318057
55,06_19_17',0,RITE',NW',FEED',0.322687909
56,06_19_17',0,RITE',NW',NEST',0.5925965805
57,06_19_17',0,RITE',NW',FEED',0.3760732469
57,06_19_17',0,RITE',NW',NEST',0.3917960872
59,06_19_17',0,RITE',NW',NEST',0.4823235376
60,06_19_17',0,RITE',NW',NEST',0.5219282036
61,06_19_17',0,RITE',NW',FEED',0.3010058441
62,06_19_17',0,LEFT',NW',NEST',0.4729981481
62,06_19_17',0,LEFT',NW',FEED',0.5262685469
63,06_19_17',0,LEFT',NW',NEST',0.3249374308
63,06_19_17',0,RITE',NW',FEED',0.3243416476
63,06_19_17',0,RITE',NW',NEST',0.6124037424
65,06_19_17',0,RITE',NW',FEED',0.4141026443
68,06_19_17',0,RITE',NW',NEST',0.3023130509
69,06_19_17',0,LEFT',NW',NEST',0.3211608234
69,06_19_17',0,RITE',NW',NEST',0.4283602906
70,06_19_17',0,LEFT',NW',NEST',0.286999053
71,06_19_17',0,RITE',NW',FEED',0.2051206931
71,06_19_17',0,RITE',NW',NEST',0.3960593415
72,06_19_17',0,LEFT',NW',NEST',0.2222328101
73,06_19_17',0,RITE',NW',NEST',0.2263351612
74,06_19_17',0,RITE',NW',NEST',0.3395525305
74,06_19_17',0,RITE',NW',NEST',0.4496881676
74,06_19_17',0,RITE',NW',NEST',0.2802507909
75,06_19_17',0,RITE',NW',FEED',0.3794610006
75,06_19_17',0,RITE',NW',NEST',0.4436923798
76,06_19_17',0,LEFT',NW',NEST',0.2564253471
78,06_19_17',0,RITE',NW',NEST',0.5397308171
78,06_19_17',0,LEFT',NW',NEST',0.3941340252
79,06_19_17',0,LEFT',NW',NEST',0.4711131548
79,06_19_17',0,RITE',NW',FEED',0.2712020286
79,06_19_17',0,RITE',NW',NEST',0.3388755381
79,06_19_17',0,RITE',NW',NEST',0.6816011761
80,06_19_17',0,RITE',NW',NEST',0.3564779887
82,06_19_17',0,RITE',NW',NEST',0.233455686
82,06_19_17',0,RITE',NW',NEST',0.3674422246
83,06_19_17',0,RITE',NW',FEED',0.2564947409
83,06_19_17',0,LEFT',NW',FEED',0.4775689298
83,06_19_17',0,LEFT',NW',NEST',0.6138356604
84,06_19_17',0,RITE',NW',FEED',0.2760437223
85,06_19_17',0,RITE',NW',FEED',0.374768447
85,06_19_17',0,RITE',NW',NEST',0.2136454622
85,06_19_17',0,LEFT',NW',NEST',0.5684853193
85,06_19_17',0,LEFT',NW',NEST',0.4240051112
86,06_19_17',0,LEFT',NW',NEST',0.2120900671
86,06_19_17',0,RITE',NW',NEST',0.431816122
87,06_19_17',0,RITE',NW',NEST',0.3074366142
87,06_19_17',0,RITE',NW',NEST',0.3189985403
87,06_19_17',0,RITE',NW',NEST',0.3419342108
88,06_19_17',0,LEFT',NW',NEST',0.4417838932
88,06_19_17',0,LEFT',NW',NEST',0.6700202449
89,06_19_17',0,LEFT',NW',NEST',0.3127943531
89,06_19_17',0,LEFT',NW',FEED',0.769917943
90,06_19_17',0,RITE',NW',NEST',0.2223804325
90,06_19_17',0,RITE',NW',NEST',0.2741516814
92,06_19_17',0,RITE',NW',FEED',0.2692582404
92,06_19_17',0,RITE',NW',NEST',0.4774842091
93,06_19_17',0,LEFT',NW',NEST',0.2862639294
94,06_19_17',0,RITE',NW',NEST',0.4694127232
94,06_19_17',0,RITE',NW',NEST',0.3483753658
95,06_19_17',0,RITE',NW',FEED',0.406486703
96,06_19_17',0,RITE',NW',NEST',0.5899737858
96,06_19_17',0,RITE',NW',NEST',0.4167451269
97,06_19_17',0,RITE',NW',FEED',0.4008650651
97,06_19_17',0,RITE',NW',FEED',0.2386976751
97,06_19_17',0,LEFT',NW',FEED',0.5855018606
97,06_19_17',0,RITE',NW',NEST',0.4796315633
98,06_19_17',0,RITE',NW',NEST',0.3957429909
98,06_19_17',0,RITE',NW',NEST',0.6205193981
98,06_19_17',0,RITE',NW',NEST',0.401427103
100,06_19_17',0,RITE',NW',FEED',0.3771024397
101,06_19_17',0,RITE',NW',NEST',0.5041527248
103,06_19_17',0,LEFT',NW',FEED',0.276899409
103,06_19_17',0,RITE',NW',NEST',0.4740831349
104,06_19_17',0,RITE',NW',NEST',0.2658977489
104,06_19_17',0,RITE',NW',NEST',0.801001476
105,06_19_17',0,RITE',NW',NEST',0.2991569145
106,06_19_17',0,RITE',NW',FEED',0.2204472508
107,06_19_17',0,RITE',NW',NEST',0.5582745437
108,06_19_17',0,LEFT',NW',FEED',0.6218515684
109,06_19_17',0,LEFT',NW',FEED',0.2937431907
110,06_19_17',0,RITE',NW',NEST',0.3100789027
110,06_19_17',0,RITE',NW',NEST',0.3060815934
110,06_19_17',0,RITE',NW',FEED',0.2675520097
111,06_19_17',0,RITE',NW',NEST',0.4995757079
111,06_19_17',0,RITE',NW',FEED',0.2401628209
112,06_19_17',0,RITE',NW',NEST',0.6367270585
112,06_19_17',0,LEFT',NW',NEST',0.482941725
113,06_19_17',0,RITE',NW',FEED',0.3859585499
114,06_19_17',0,RITE',NW',NEST',0.3763362798
115,06_19_17',0,RITE',NW',FEED',0.3
115,06_19_17',0,LEFT',NW',FEED',0.2794832759
116,06_19_17',0,RITE',NW',NEST',0.4030728065
116,06_19_17',0,LEFT',NW',FEED',0.3699964149
117,06_19_17',0,RITE',NW',NEST',0.3566811858
119,06_19_17',0,RITE',NW',NEST',0.4852761589
119,06_19_17',0,RITE',NW',FEED',0.4162424363
120,06_19_17',0,RITE',NW',FEED',0.2022054076
120,06_19_17',0,RITE',NW',FEED',0.2638609775
121,06_19_17',0,LEFT',NW',NEST',0.3090374477
121,06_19_17',0,RITE',NW',NEST',0.372047873
121,06_19_17',0,LEFT',NW',NEST',0.3653506054
1,06_20_17',-1,RITE',DW',NEST',0.4649286238
1,06_20_17',-1,RITE',UW',FEED',0.5390206558
2,06_20_17',1,LEFT',UW',NEST',0.2578304758
2,06_20_17',1,LEFT',UW',NEST',0.4543584085
4,06_20_17',1,LEFT',UW',NEST',0.3478019062
6,06_20_17',1,LEFT',UW',NEST',0.7935193208
12,06_20_17',1,LEFT',DW',FEED',0.3209949405
12,06_20_17',-1,RITE',DW',NEST',0.2273126113
13,06_20_17',-1,RITE',DW',NEST',0.2472166237
15,06_20_17',-1,RITE',UW',FEED',0.2857353985
16,06_20_17',1,LEFT',UW',NEST',0.3108020992
16,06_20_17',-1,RITE',DW',NEST',0.267408588
19,06_20_17',-1,RITE',DW',NEST',0.3511571766
20,06_20_17',1,LEFT',UW',NEST',0.3177814297
22,06_20_17',-1,RITE',DW',NEST',0.3127451142
27,06_20_17',-1,RITE',UW',FEED',0.5764405477
27,06_20_17',-1,RITE',DW',NEST',0.9182364049
28,06_20_17',1,LEFT',DW',FEED',0.5183634586
28,06_20_17',1,LEFT',UW',NEST',0.2358948555
28,06_20_17',-1,RITE',DW',NEST',0.627327935
29,06_20_17',-1,RITE',DW',NEST',0.4905983008
30,06_20_17',-1,RITE',UW',FEED',0.3781721205
30,06_20_17',-1,RITE',DW',NEST',0.3280306133
34,06_20_17',-1,RITE',UW',FEED',0.3553513152
36,06_20_17',1,LEFT',UW',NEST',0.2338271188
37,06_20_17',-1,RITE',DW',NEST',0.7095823542
37,06_20_17',1,LEFT',UW',NEST',0.4932146589
37,06_20_17',1,LEFT',DW',FEED',0.3448290168
40,06_20_17',-1,RITE',UW',FEED',0.8421138588
43,06_20_17',-1,RITE',UW',FEED',0.8759809973
43,06_20_17',-1,RITE',DW',NEST',0.56791803
43,06_20_17',1,LEFT',UW',NEST',0.3998593623
43,06_20_17',-1,RITE',DW',NEST',0.8435827956
44,06_20_17',-1,RITE',DW',NEST',0.319572043
46,06_20_17',1,LEFT',UW',NEST',0.5725501969
47,06_20_17',1,LEFT',UW',NEST',0.3677642433
47,06_20_17',-1,RITE',UW',FEED',0.4962393597
49,06_20_17',-1,RITE',UW',FEED',0.3361102432
50,06_20_17',-1,RITE',UW',FEED',0.8629799222
52,06_20_17',1,LEFT',UW',NEST',0.3554977237
52,06_20_17',1,LEFT',UW',NEST',0.415200534
53,06_20_17',1,LEFT',UW',NEST',0.5516609879
53,06_20_17',-1,RITE',DW',NEST',0.2481081036
56,06_20_17',-1,RITE',UW',FEED',0.49328543
57,06_20_17',1,LEFT',UW',NEST',0.2730171047
58,06_20_17',1,LEFT',DW',FEED',0.4217968201
62,06_20_17',1,LEFT',UW',NEST',0.4360643452
62,06_20_17',1,LEFT',DW',FEED',0.3140138472
63,06_20_17',1,LEFT',DW',FEED',1.280301611
63,06_20_17',1,LEFT',UW',NEST',0.3494988085
63,06_20_17',-1,RITE',DW',NEST',0.2552517846
66,06_20_17',1,LEFT',UW',NEST',0.3019792742
71,06_20_17',1,LEFT',UW',NEST',0.3076735918
71,06_20_17',-1,RITE',UW',FEED',0.709509338
73,06_20_17',1,LEFT',UW',NEST',0.2426155474
74,06_20_17',-1,RITE',UW',FEED',0.685961159
80,06_20_17',-1,RITE',UW',FEED',0.2323694636
81,06_20_17',-1,RITE',DW',NEST',0.3308713997
82,06_20_17',1,LEFT',DW',FEED',0.2384790932
83,06_20_17',-1,RITE',UW',FEED',0.293468109
84,06_20_17',-1,RITE',UW',FEED',0.2323117752
86,06_20_17',1,LEFT',DW',FEED',0.5229931205
86,06_20_17',-1,RITE',DW',NEST',0.2151908606
86,06_20_17',-1,RITE',DW',NEST',0.3530638017
87,06_20_17',-1,RITE',UW',FEED',0.4515778403
88,06_20_17',-1,RITE',UW',FEED',0.6361542123
89,06_20_17',1,LEFT',DW',FEED',0.3368298334
90,06_20_17',1,LEFT',UW',NEST',0.6436579067
96,06_20_17',-1,RITE',UW',FEED',0.4010716082
96,06_20_17',-1,RITE',DW',NEST',0.5663503103
98,06_20_17',1,LEFT',UW',NEST',0.482087847
99,06_20_17',1,LEFT',UW',NEST',0.5167707218
99,06_20_17',-1,RITE',DW',NEST',0.3518647889
99,06_20_17',-1,RITE',DW',NEST',0.4302769205
100,06_20_17',-1,RITE',UW',FEED',0.2641607147
103,06_20_17',1,LEFT',UW',NEST',0.3125057104
104,06_20_17',1,LEFT',UW',NEST',0.4069705149
104,06_20_17',-1,RITE',DW',NEST',1.002922584
105,06_20_17',1,LEFT',UW',NEST',0.8853286576
106,06_20_17',-1,RITE',UW',FEED',0.3188957213
108,06_20_17',1,LEFT',UW',NEST',0.3918359234
108,06_20_17',-1,RITE',UW',FEED',0.2973037887
108,06_20_17',1,LEFT',UW',NEST',0.3836260076
109,06_20_17',-1,RITE',UW',FEED',0.7575876166
110,06_20_17',-1,RITE',DW',NEST',0.3723457319
110,06_20_17',1,LEFT',UW',NEST',0.9129859664
114,06_20_17',1,LEFT',DW',FEED',0.2557343285
114,06_20_17',-1,RITE',UW',FEED',0.5567116538
114,06_20_17',1,LEFT',UW',NEST',0.4752034355
114,06_20_17',-1,RITE',UW',FEED',0.5293882492
115,06_20_17',-1,RITE',UW',FEED',0.4989475269
116,06_20_17',-1,RITE',UW',FEED',1.542787057
1,06_21_17',1,LEFT',DW',FEED',0.5997841986
2,06_21_17',1,LEFT',UW',NEST',0.8223852641
2,06_21_17',1,LEFT',UW',NEST',0.2318977738
2,06_21_17',0,RITE',NW',NEST',0.2217403089
4,06_21_17',1,LEFT',UW',NEST',0.4648118858
4,06_21_17',1,LEFT',UW',NEST',0.6291923565
5,06_21_17',1,LEFT',UW',NEST',0.3288831109
5,06_21_17',0,RITE',NW',NEST',0.3703695501
6,06_21_17',0,RITE',NW',FEED',0.2913591674
6,06_21_17',1,LEFT',DW',FEED',0.2922577235
6,06_21_17',1,LEFT',DW',FEED',0.2161917277
7,06_21_17',1,LEFT',DW',FEED',0.3022705825
10,06_21_17',1,LEFT',UW',NEST',0.5370697156
10,06_21_17',0,RITE',NW',NEST',0.2813998147
12,06_21_17',1,LEFT',UW',NEST',0.2977982244
12,06_21_17',0,RITE',NW',FEED',0.6277530904
12,06_21_17',0,RITE',NW',FEED',0.2919934954
12,06_21_17',1,LEFT',DW',FEED',0.2215959007
13,06_21_17',0,RITE',NW',FEED',0.3895065481
13,06_21_17',0,RITE',NW',FEED',0.4444274591
14,06_21_17',1,LEFT',UW',NEST',0.2508800055
14,06_21_17',1,LEFT',UW',NEST',0.2321398046
15,06_21_17',1,LEFT',UW',NEST',0.2507153603
15,06_21_17',0,RITE',NW',FEED',0.6571733682
15,06_21_17',0,RITE',NW',NEST',0.3150887312
16,06_21_17',1,LEFT',UW',NEST',0.2034509552
17,06_21_17',0,RITE',NW',NEST',0.7126106423
17,06_21_17',1,LEFT',UW',NEST',0.3870666009
18,06_21_17',1,LEFT',DW',FEED',0.4732192143
18,06_21_17',0,RITE',NW',FEED',1.18138246
19,06_21_17',1,LEFT',UW',NEST',0.3007252004
19,06_21_17',1,LEFT',UW',NEST',0.652248386
19,06_21_17',1,LEFT',DW',FEED',0.4294311648
19,06_21_17',0,RITE',NW',NEST',0.2017764358
20,06_21_17',1,LEFT',UW',NEST',0.2417769778
20,06_21_17',0,RITE',NW',NEST',0.4265388714
22,06_21_17',1,LEFT',DW',FEED',0.6335199993
22,06_21_17',0,RITE',NW',FEED',0.2362559849
24,06_21_17',0,RITE',NW',FEED',0.8807409538
25,06_21_17',1,LEFT',UW',NEST',0.3761475721
26,06_21_17',0,RITE',NW',FEED',0.7325484941
26,06_21_17',1,LEFT',UW',NEST',0.7100960572
28,06_21_17',0,RITE',NW',NEST',0.780141021
29,06_21_17',1,LEFT',UW',NEST',0.2691731809
30,06_21_17',0,RITE',NW',FEED',0.7331169113
30,06_21_17',0,RITE',NW',FEED',0.3234536146
30,06_21_17',1,LEFT',UW',NEST',0.2062723716
30,06_21_17',0,RITE',NW',FEED',0.281612919
30,06_21_17',1,LEFT',DW',FEED',0.4148836593
30,06_21_17',0,RITE',NW',FEED',0.2074371212
31,06_21_17',1,LEFT',DW',FEED',0.4178564097
31,06_21_17',0,RITE',NW',NEST',0.6089429607
32,06_21_17',1,LEFT',DW',FEED',0.386426639
32,06_21_17',1,LEFT',UW',NEST',0.3594048162
33,06_21_17',1,LEFT',UW',NEST',0.3228204988
33,06_21_17',0,RITE',NW',NEST',0.4426112079
34,06_21_17',1,LEFT',UW',NEST',0.2538901311
35,06_21_17',1,LEFT',UW',NEST',0.4534136083
35,06_21_17',1,LEFT',UW',NEST',0.3431221117
36,06_21_17',0,RITE',NW',NEST',0.7301750353
36,06_21_17',1,LEFT',UW',NEST',0.2018567781
40,06_21_17',1,LEFT',DW',FEED',0.2342716756
41,06_21_17',1,LEFT',UW',NEST',0.4466662505
42,06_21_17',1,LEFT',UW',NEST',0.2693897637
42,06_21_17',0,RITE',NW',FEED',0.442963377
43,06_21_17',0,RITE',NW',FEED',0.2079565679
43,06_21_17',0,RITE',NW',FEED',0.2051626338
43,06_21_17',0,RITE',NW',NEST',0.2813169558
44,06_21_17',1,LEFT',UW',NEST',0.2128925195
44,06_21_17',1,LEFT',UW',NEST',0.2901431026
46,06_21_17',0,RITE',NW',FEED',0.304812815
47,06_21_17',0,RITE',NW',FEED',0.3031285817
48,06_21_17',0,RITE',NW',NEST',0.2524905094
49,06_21_17',0,RITE',NW',NEST',0.8054158021
49,06_21_17',0,RITE',NW',NEST',0.3714711269
49,06_21_17',1,LEFT',UW',NEST',0.638868935
50,06_21_17',1,LEFT',UW',NEST',0.7367020903
51,06_21_17',1,LEFT',UW',NEST',0.3312446101
52,06_21_17',1,LEFT',UW',NEST',0.2038642465
52,06_21_17',0,RITE',NW',FEED',0.2581588625
53,06_21_17',1,LEFT',DW',FEED',0.2511457383
55,06_21_17',0,RITE',NW',NEST',0.3633294947
55,06_21_17',1,LEFT',DW',FEED',0.3336165662
55,06_21_17',0,RITE',NW',NEST',0.7555860527
55,06_21_17',0,RITE',NW',FEED',0.3212321364
57,06_21_17',1,LEFT',DW',FEED',0.504417305
57,06_21_17',0,RITE',NW',FEED',0.3408436043
57,06_21_17',0,RITE',NW',NEST',0.4795831097
58,06_21_17',0,RITE',NW',NEST',0.3015785142
59,06_21_17',1,LEFT',DW',FEED',0.4525573689
60,06_21_17',0,RITE',NW',NEST',0.3399448572
60,06_21_17',1,LEFT',UW',NEST',0.5185457768
60,06_21_17',0,RITE',NW',NEST',0.3905642481
61,06_21_17',0,RITE',NW',FEED',0.2724123211
62,06_21_17',1,LEFT',UW',NEST',0.2689071975
62,06_21_17',1,LEFT',UW',NEST',0.3979705155
62,06_21_17',1,LEFT',UW',NEST',0.4030823799
62,06_21_17',1,LEFT',DW',FEED',0.5656998791
62,06_21_17',0,RITE',NW',FEED',0.3284162021
62,06_21_17',1,LEFT',UW',NEST',0.2868107282
63,06_21_17',1,LEFT',DW',FEED',0.293571904
63,06_21_17',1,LEFT',DW',FEED',0.3516959035
64,06_21_17',1,LEFT',UW',NEST',0.2842239631
64,06_21_17',0,RITE',NW',NEST',0.8917511777
65,06_21_17',1,LEFT',UW',NEST',0.2351625601
65,06_21_17',0,RITE',NW',FEED',0.2472538352
65,06_21_17',0,RITE',NW',NEST',0.7239444983
66,06_21_17',0,RITE',NW',FEED',0.2481216456
66,06_21_17',1,LEFT',UW',NEST',0.7276303176
66,06_21_17',1,LEFT',DW',FEED',0.4884858059
66,06_21_17',0,RITE',NW',FEED',0.3576920883
67,06_21_17',0,RITE',NW',NEST',0.3209922717
68,06_21_17',1,LEFT',DW',FEED',0.299244999
69,06_21_17',1,LEFT',UW',NEST',0.4631325154
70,06_21_17',1,LEFT',DW',FEED',0.422854054
70,06_21_17',1,LEFT',UW',NEST',0.421854043
73,06_21_17',0,RITE',NW',NEST',0.2810457659
74,06_21_17',0,RITE',NW',FEED',0.4368730575
74,06_21_17',1,LEFT',UW',NEST',0.2542620607
75,06_21_17',0,RITE',NW',NEST',0.2024007753
75,06_21_17',0,RITE',NW',NEST',0.2617904262
76,06_21_17',1,LEFT',DW',FEED',0.3983414124
77,06_21_17',1,LEFT',UW',NEST',0.2778061086
78,06_21_17',1,LEFT',DW',FEED',0.4092926479
79,06_21_17',1,LEFT',UW',NEST',0.278170618
79,06_21_17',1,LEFT',DW',FEED',1.25320219
80,06_21_17',0,RITE',NW',NEST',0.4418498414
81,06_21_17',0,RITE',NW',FEED',0.5738653324
82,06_21_17',1,LEFT',UW',NEST',0.2954749332
83,06_21_17',1,LEFT',UW',NEST',0.5858530674
84,06_21_17',1,LEFT',UW',NEST',0.4040490055
84,06_21_17',0,RITE',NW',FEED',0.3640289971
85,06_21_17',0,RITE',NW',FEED',0.2374044582
85,06_21_17',1,LEFT',UW',NEST',1.121132694
86,06_21_17',1,LEFT',DW',FEED',0.3745127626
89,06_21_17',1,LEFT',UW',NEST',0.510756723
89,06_21_17',1,LEFT',UW',NEST',0.2914554434
90,06_21_17',0,RITE',NW',NEST',0.2637662484
92,06_21_17',0,RITE',NW',NEST',0.5884291771
92,06_21_17',1,LEFT',UW',NEST',0.4447769515
92,06_21_17',0,RITE',NW',NEST',0.4595661888
93,06_21_17',1,LEFT',UW',NEST',0.8411717411
94,06_21_17',1,LEFT',UW',NEST',0.3505576974
