minute,day,flow.category,side,bee/wind orientation,flight direction,median velocity in px/second (x+y components)
18,06_17_17',0,LEFT',NW',NEST',0.4229110372
19,06_17_17',0,LEFT',NW',FEED',0.255426977
19,06_17_17',0,RITE',NW',FEED',0.4470613455
19,06_17_17',0,RITE',NW',NEST',0.7684967489
20,06_17_17',0,LEFT',NW',NEST',0.3780798209
20,06_17_17',0,LEFT',NW',NEST',0.3578735422
20,06_17_17',0,RITE',NW',NEST',0.5064199435
21,06_17_17',0,RITE',NW',NEST',0.243043624
21,06_17_17',0,LEFT',NW',FEED',0.3301556203
21,06_17_17',0,LEFT',NW',FEED',0.3128136533
21,06_17_17',0,LEFT',NW',NEST',0.319820748
22,06_17_17',0,LEFT',NW',FEED',0.7900692114
23,06_17_17',0,LEFT',NW',NEST',0.2634982834
23,06_17_17',0,LEFT',NW',FEED',0.6095911182
23,06_17_17',0,LEFT',NW',NEST',0.401068025
23,06_17_17',0,LEFT',NW',NEST',0.3458197999
24,06_17_17',0,LEFT',NW',FEED',0.2506787514
24,06_17_17',0,LEFT',NW',FEED',0.20210471
24,06_17_17',0,RITE',NW',NEST',0.3149122228
24,06_17_17',0,RITE',NW',NEST',0.4149414736
25,06_17_17',0,RITE',NW',FEED',0.5499452443
25,06_17_17',0,RITE',NW',NEST',0.3364260424
25,06_17_17',0,LEFT',NW',NEST',0.4497929148
26,06_17_17',0,LEFT',NW',NEST',0.2358644965
26,06_17_17',0,LEFT',NW',NEST',0.7530799931
26,06_17_17',0,RITE',NW',NEST',0.6576354198
26,06_17_17',0,RITE',NW',FEED',0.277405768
26,06_17_17',0,RITE',NW',NEST',0.4712330093
26,06_17_17',0,RITE',NW',NEST',0.330054304
26,06_17_17',0,LEFT',NW',NEST',0.5434916507
26,06_17_17',0,RITE',NW',NEST',0.7575337664
27,06_17_17',0,LEFT',NW',FEED',0.9310187135
28,06_17_17',0,RITE',NW',FEED',0.454229561
28,06_17_17',0,RITE',NW',NEST',0.3017225257
28,06_17_17',0,RITE',NW',NEST',0.5219897874
28,06_17_17',0,LEFT',NW',NEST',0.7459199054
28,06_17_17',0,LEFT',NW',NEST',0.3041014047
29,06_17_17',0,LEFT',NW',FEED',0.3748170293
29,06_17_17',0,RITE',NW',NEST',0.2287328204
29,06_17_17',0,LEFT',NW',NEST',0.4892521001
30,06_17_17',0,LEFT',NW',FEED',0.2294527551
30,06_17_17',0,LEFT',NW',NEST',0.254984654
30,06_17_17',0,LEFT',NW',FEED',0.6574226189
30,06_17_17',0,LEFT',NW',FEED',0.6136680671
30,06_17_17',0,LEFT',NW',FEED',0.3025007597
31,06_17_17',0,LEFT',NW',NEST',0.2651341218
32,06_17_17',0,RITE',NW',NEST',0.3020552174
32,06_17_17',0,LEFT',NW',NEST',0.526262087
33,06_17_17',0,LEFT',NW',NEST',0.2905191476
33,06_17_17',0,LEFT',NW',NEST',0.246960153
34,06_17_17',0,LEFT',NW',NEST',0.2236067977
34,06_17_17',0,LEFT',NW',NEST',0.3833540485
34,06_17_17',0,RITE',NW',FEED',0.5229117671
35,06_17_17',0,RITE',NW',FEED',0.5249976755
35,06_17_17',0,LEFT',NW',FEED',0.3049078955
36,06_17_17',0,RITE',NW',NEST',0.2630458933
36,06_17_17',0,LEFT',NW',NEST',0.7947874281
37,06_17_17',0,RITE',NW',NEST',0.284952514
37,06_17_17',0,RITE',NW',NEST',0.506497608
37,06_17_17',0,LEFT',NW',FEED',0.2281028981
38,06_17_17',0,LEFT',NW',NEST',0.3484292629
38,06_17_17',0,LEFT',NW',FEED',0.2648208445
38,06_17_17',0,RITE',NW',FEED',0.5927186681
39,06_17_17',0,LEFT',NW',NEST',0.3915365445
39,06_17_17',0,RITE',NW',NEST',0.4494651177
40,06_17_17',0,RITE',NW',NEST',0.2373488712
41,06_17_17',0,LEFT',NW',FEED',0.2421960515
41,06_17_17',0,LEFT',NW',NEST',0.7737179868
42,06_17_17',0,LEFT',NW',NEST',0.3028126512
42,06_17_17',0,RITE',NW',FEED',0.2933633769
42,06_17_17',0,LEFT',NW',FEED',0.2015564437
42,06_17_17',0,LEFT',NW',NEST',0.4466697761
43,06_17_17',0,RITE',NW',FEED',0.6490418791
43,06_17_17',0,RITE',NW',NEST',0.5331691795
43,06_17_17',0,RITE',NW',NEST',0.2441944294
43,06_17_17',0,LEFT',NW',FEED',0.2634437311
44,06_17_17',0,LEFT',NW',NEST',0.7712137646
45,06_17_17',0,RITE',NW',NEST',0.5209900122
45,06_17_17',0,LEFT',NW',FEED',0.2687752453
47,06_17_17',0,LEFT',NW',FEED',0.2467249719
47,06_17_17',0,RITE',NW',FEED',0.8431644074
47,06_17_17',0,RITE',NW',NEST',0.2559453548
47,06_17_17',0,LEFT',NW',FEED',0.7329903029
48,06_17_17',0,LEFT',NW',NEST',0.4427219953
48,06_17_17',0,LEFT',NW',NEST',0.2539194787
49,06_17_17',0,RITE',NW',NEST',0.6802199002
49,06_17_17',0,LEFT',NW',FEED',0.4315702879
50,06_17_17',0,LEFT',NW',FEED',0.413688508
50,06_17_17',0,RITE',NW',NEST',0.2761446029
50,06_17_17',0,RITE',NW',NEST',0.3123827445
50,06_17_17',0,RITE',NW',NEST',0.4828883334
50,06_17_17',0,RITE',NW',NEST',0.4957060072
50,06_17_17',0,RITE',NW',NEST',0.2772092276
51,06_17_17',0,LEFT',NW',FEED',0.7337080323
51,06_17_17',0,LEFT',NW',NEST',0.6121499389
52,06_17_17',0,RITE',NW',NEST',0.6636815301
52,06_17_17',0,RITE',NW',NEST',0.252303143
53,06_17_17',0,LEFT',NW',NEST',0.3237119822
53,06_17_17',0,RITE',NW',NEST',0.5127306331
53,06_17_17',0,LEFT',NW',NEST',0.7438033828
53,06_17_17',0,LEFT',NW',FEED',0.6549195224
55,06_17_17',0,RITE',NW',NEST',0.2951499164
55,06_17_17',0,LEFT',NW',NEST',0.5328448284
55,06_17_17',0,LEFT',NW',FEED',0.5047369485
55,06_17_17',0,LEFT',NW',NEST',0.6184970999
56,06_17_17',0,LEFT',NW',FEED',0.4322996949
57,06_17_17',0,RITE',NW',FEED',0.4497195545
57,06_17_17',0,RITE',NW',FEED',0.5708435104
57,06_17_17',0,RITE',NW',FEED',0.2540627924
57,06_17_17',0,LEFT',NW',NEST',0.3301044725
57,06_17_17',0,LEFT',NW',NEST',0.8487954495
57,06_17_17',0,LEFT',NW',NEST',0.2256757051
58,06_17_17',0,LEFT',NW',NEST',0.6644221182
58,06_17_17',0,LEFT',NW',NEST',0.4019318762
58,06_17_17',0,LEFT',NW',NEST',0.476473821
59,06_17_17',0,RITE',NW',NEST',0.2472221545
59,06_17_17',0,LEFT',NW',FEED',0.3491345261
59,06_17_17',0,LEFT',NW',FEED',0.4073008413
59,06_17_17',0,RITE',NW',NEST',0.507450753
60,06_17_17',0,RITE',NW',NEST',0.3207588893
60,06_17_17',0,LEFT',NW',NEST',0.2374818736
61,06_17_17',0,RITE',NW',FEED',0.559981575
61,06_17_17',0,LEFT',NW',NEST',0.201000715
61,06_17_17',0,RITE',NW',FEED',0.4029988436
61,06_17_17',0,RITE',NW',NEST',0.3455094391
62,06_17_17',0,RITE',NW',FEED',1.04280831
62,06_17_17',0,LEFT',NW',NEST',0.2626810296
62,06_17_17',0,RITE',NW',FEED',0.518748854
62,06_17_17',0,LEFT',NW',NEST',0.8270589042
62,06_17_17',0,RITE',NW',NEST',0.3220248438
63,06_17_17',0,LEFT',NW',FEED',0.3684169267
63,06_17_17',0,LEFT',NW',NEST',0.4060838059
63,06_17_17',0,LEFT',NW',FEED',0.577999013
63,06_17_17',0,RITE',NW',NEST',1.028081249
64,06_17_17',0,LEFT',NW',FEED',0.4946775539
64,06_17_17',0,LEFT',NW',NEST',0.2094415785
65,06_17_17',0,LEFT',NW',FEED',0.5447818292
65,06_17_17',0,RITE',NW',FEED',0.4549885372
65,06_17_17',0,RITE',NW',NEST',0.2597787161
65,06_17_17',0,LEFT',NW',NEST',0.6594934796
66,06_17_17',0,LEFT',NW',NEST',0.3632045635
66,06_17_17',0,RITE',NW',FEED',0.2001030201
67,06_17_17',0,RITE',NW',NEST',0.4255467633
67,06_17_17',0,RITE',NW',NEST',0.3246073836
67,06_17_17',0,LEFT',NW',FEED',0.2694849287
68,06_17_17',0,RITE',NW',NEST',0.3072204259
68,06_17_17',0,LEFT',NW',NEST',0.4629935073
68,06_17_17',0,LEFT',NW',FEED',0.6076428638
68,06_17_17',0,RITE',NW',NEST',0.7122764252
68,06_17_17',0,RITE',NW',NEST',0.6214279151
69,06_17_17',0,LEFT',NW',FEED',0.5572066764
69,06_17_17',0,RITE',NW',FEED',0.3981136831
70,06_17_17',0,LEFT',NW',FEED',0.2635695048
70,06_17_17',0,RITE',NW',FEED',0.4437570895
71,06_17_17',0,LEFT',NW',NEST',0.2047980534
71,06_17_17',0,RITE',NW',NEST',0.2094453437
71,06_17_17',0,LEFT',NW',FEED',0.2563679436
72,06_17_17',0,RITE',NW',FEED',0.2060267607
72,06_17_17',0,LEFT',NW',NEST',0.3911937352
72,06_17_17',0,LEFT',NW',NEST',0.3194643687
73,06_17_17',0,RITE',NW',FEED',0.5000866959
73,06_17_17',0,RITE',NW',FEED',0.491697478
73,06_17_17',0,RITE',NW',NEST',0.6070992482
73,06_17_17',0,RITE',NW',FEED',0.2202539343
74,06_17_17',0,RITE',NW',NEST',0.3515444428
74,06_17_17',0,LEFT',NW',FEED',0.8805730023
74,06_17_17',0,LEFT',NW',NEST',0.3307204793
74,06_17_17',0,RITE',NW',FEED',0.6865633046
74,06_17_17',0,LEFT',NW',FEED',0.2552377775
75,06_17_17',0,LEFT',NW',FEED',0.2701066875
75,06_17_17',0,RITE',NW',FEED',0.2153288451
75,06_17_17',0,RITE',NW',FEED',0.24775952
75,06_17_17',0,RITE',NW',FEED',0.2786282893
75,06_17_17',0,RITE',NW',NEST',0.3532720516
76,06_17_17',0,LEFT',NW',NEST',0.3935021472
78,06_17_17',0,LEFT',NW',NEST',0.5563064934
80,06_17_17',0,LEFT',NW',FEED',0.3783336733
81,06_17_17',0,LEFT',NW',NEST',0.3215546905
81,06_17_17',0,RITE',NW',FEED',0.5474859398
82,06_17_17',0,RITE',NW',FEED',0.4183953394
82,06_17_17',0,RITE',NW',FEED',0.486716836
82,06_17_17',0,RITE',NW',FEED',0.2421203108
82,06_17_17',0,LEFT',NW',NEST',0.5874051479
83,06_17_17',0,LEFT',NW',FEED',0.7228638447
83,06_17_17',0,RITE',NW',FEED',0.6065762541
84,06_17_17',0,RITE',NW',FEED',0.608276253
84,06_17_17',0,LEFT',NW',FEED',0.7393224299
84,06_17_17',0,RITE',NW',NEST',0.3140201351
84,06_17_17',0,RITE',NW',NEST',0.4492393388
85,06_17_17',0,RITE',NW',NEST',0.582598649
85,06_17_17',0,RITE',NW',FEED',0.3610027659
85,06_17_17',0,RITE',NW',FEED',0.8293666563
86,06_17_17',0,LEFT',NW',NEST',0.4934138656
87,06_17_17',0,RITE',NW',NEST',0.7389546191
87,06_17_17',0,RITE',NW',FEED',0.6090309702
88,06_17_17',0,LEFT',NW',NEST',0.2612621022
88,06_17_17',0,LEFT',NW',FEED',0.7167032378
88,06_17_17',0,RITE',NW',NEST',0.2306378116
88,06_17_17',0,LEFT',NW',NEST',0.3128300605
89,06_17_17',0,LEFT',NW',FEED',0.6606732751
89,06_17_17',0,RITE',NW',NEST',0.466575282
90,06_17_17',0,RITE',NW',FEED',0.2865411446
92,06_17_17',0,LEFT',NW',NEST',0.2315454194
93,06_17_17',0,RITE',NW',FEED',0.5202471256
93,06_17_17',0,RITE',NW',NEST',0.2804832196
94,06_17_17',0,RITE',NW',NEST',0.2470365764
94,06_17_17',0,LEFT',NW',FEED',0.2841452951
94,06_17_17',0,LEFT',NW',NEST',0.2049694361
94,06_17_17',0,LEFT',NW',FEED',0.5694593123
95,06_17_17',0,LEFT',NW',FEED',1.028862055
95,06_17_17',0,RITE',NW',NEST',0.3313886338
96,06_17_17',0,RITE',NW',NEST',0.3433204677
97,06_17_17',0,LEFT',NW',FEED',0.5711082369
97,06_17_17',0,LEFT',NW',NEST',0.5556959845
97,06_17_17',0,LEFT',NW',NEST',0.4079489736
97,06_17_17',0,LEFT',NW',NEST',0.3515112034
97,06_17_17',0,LEFT',NW',NEST',0.2709082979
98,06_17_17',0,RITE',NW',NEST',0.5900910561
99,06_17_17',0,RITE',NW',FEED',0.4306026453
99,06_17_17',0,RITE',NW',NEST',0.3372900283
100,06_17_17',0,LEFT',NW',FEED',0.23586375
101,06_17_17',0,RITE',NW',FEED',0.2319072376
103,06_17_17',0,LEFT',NW',FEED',0.6635554904
103,06_17_17',0,LEFT',NW',FEED',0.6128104535
104,06_17_17',0,RITE',NW',NEST',0.4832790653
104,06_17_17',0,RITE',NW',NEST',0.2727842192
106,06_17_17',0,RITE',NW',FEED',0.6059124719
106,06_17_17',0,LEFT',NW',FEED',0.3270749758
106,06_17_17',0,LEFT',NW',FEED',0.5274546967
106,06_17_17',0,RITE',NW',FEED',0.5304215116
108,06_17_17',0,LEFT',NW',NEST',0.3167471133
108,06_17_17',0,RITE',NW',FEED',0.4358940312
108,06_17_17',0,LEFT',NW',NEST',0.2866038542
108,06_17_17',0,RITE',NW',NEST',0.4890139124
109,06_17_17',0,RITE',NW',NEST',0.2152429943
109,06_17_17',0,RITE',NW',NEST',0.6444670954
109,06_17_17',0,RITE',NW',FEED',0.2998189788
110,06_17_17',0,RITE',NW',NEST',0.4028407213
111,06_17_17',0,RITE',NW',FEED',0.7282343075
111,06_17_17',0,LEFT',NW',FEED',0.9118457618
111,06_17_17',0,RITE',NW',NEST',0.4916921605
111,06_17_17',0,LEFT',NW',NEST',0.2281489922
112,06_17_17',0,RITE',NW',NEST',0.4750298565
112,06_17_17',0,LEFT',NW',NEST',0.5665405496
114,06_17_17',0,LEFT',NW',NEST',0.2649598127
114,06_17_17',0,RITE',NW',NEST',0.4482316644
114,06_17_17',0,RITE',NW',FEED',0.251105559
114,06_17_17',0,LEFT',NW',NEST',0.4985084029
115,06_17_17',0,RITE',NW',FEED',0.3871482605
117,06_17_17',0,RITE',NW',FEED',0.4309072235
118,06_17_17',0,LEFT',NW',NEST',0.4890213165
118,06_17_17',0,RITE',NW',NEST',0.2441462813
119,06_17_17',0,RITE',NW',NEST',0.2712488655
119,06_17_17',0,RITE',NW',NEST',0.3891731499
120,06_17_17',0,LEFT',NW',NEST',0.4049081009
120,06_17_17',0,LEFT',NW',NEST',0.4720266835
120,06_17_17',0,RITE',NW',NEST',0.353241248
1,06_18_17',0,RITE',NW',FEED',0.2082730992
1,06_18_17',-1,LEFT',UW',FEED',0.4619771872
1,06_18_17',-1,LEFT',DW',NEST',0.588785101
2,06_18_17',-1,LEFT',DW',NEST',0.6766688757
2,06_18_17',-1,LEFT',UW',FEED',0.6579225776
2,06_18_17',0,RITE',NW',NEST',0.705805349
3,06_18_17',0,RITE',NW',NEST',0.2967700937
3,06_18_17',0,RITE',NW',NEST',0.2617088711
3,06_18_17',0,RITE',NW',NEST',0.3308124734
4,06_18_17',-1,LEFT',DW',NEST',0.439464018
4,06_18_17',0,RITE',NW',NEST',0.5569170722
4,06_18_17',0,RITE',NW',NEST',0.3282470174
5,06_18_17',-1,LEFT',UW',FEED',0.6060415544
5,06_18_17',-1,LEFT',DW',NEST',0.5222317359
6,06_18_17',-1,LEFT',UW',FEED',0.5902308734
6,06_18_17',0,RITE',NW',NEST',0.4014742316
7,06_18_17',-1,LEFT',UW',FEED',0.6578942459
8,06_18_17',-1,LEFT',UW',FEED',0.3702415503
8,06_18_17',-1,LEFT',DW',NEST',0.307466707
8,06_18_17',-1,LEFT',DW',NEST',0.3591846869
9,06_18_17',-1,LEFT',UW',FEED',0.4276343467
9,06_18_17',-1,LEFT',UW',FEED',0.4671749638
10,06_18_17',-1,LEFT',UW',FEED',0.3883551492
10,06_18_17',0,RITE',NW',NEST',0.5772549752
10,06_18_17',-1,LEFT',DW',NEST',0.3814394101
11,06_18_17',0,RITE',NW',NEST',0.2014123903
11,06_18_17',0,RITE',NW',NEST',0.6509821226
11,06_18_17',0,RITE',NW',NEST',0.4778853765
13,06_18_17',-1,LEFT',UW',FEED',0.8230013669
13,06_18_17',-1,LEFT',UW',FEED',0.503309459
13,06_18_17',-1,LEFT',UW',FEED',0.8468428151
15,06_18_17',0,RITE',NW',NEST',0.6442233331
15,06_18_17',-1,LEFT',UW',FEED',0.5035445723
15,06_18_17',0,RITE',NW',NEST',0.3817594405
15,06_18_17',-1,LEFT',UW',FEED',0.5818039721
16,06_18_17',-1,LEFT',UW',FEED',0.3674633398
16,06_18_17',0,RITE',NW',NEST',0.6346547796
16,06_18_17',0,RITE',NW',NEST',0.3720223743
16,06_18_17',-1,LEFT',UW',FEED',0.3257644072
17,06_18_17',0,RITE',NW',FEED',0.3374751047
17,06_18_17',-1,LEFT',UW',FEED',0.4343153441
17,06_18_17',-1,LEFT',DW',NEST',0.5692504328
18,06_18_17',-1,LEFT',UW',FEED',0.7471411518
18,06_18_17',0,RITE',NW',NEST',0.3690610807
19,06_18_17',0,RITE',NW',NEST',0.635193649
19,06_18_17',0,RITE',NW',NEST',0.4420679042
20,06_18_17',-1,LEFT',DW',NEST',0.5062141609
20,06_18_17',-1,LEFT',UW',FEED',0.775403121
20,06_18_17',-1,LEFT',UW',FEED',0.4077990662
20,06_18_17',0,RITE',NW',NEST',0.3703562408
21,06_18_17',-1,LEFT',UW',FEED',0.3928612013
21,06_18_17',-1,LEFT',DW',NEST',0.3394303501
22,06_18_17',0,RITE',NW',FEED',0.2528678924
22,06_18_17',0,RITE',NW',NEST',0.4121595472
22,06_18_17',-1,LEFT',DW',NEST',0.3640583441
23,06_18_17',0,RITE',NW',FEED',0.5390114867
23,06_18_17',0,RITE',NW',NEST',0.5037433835
23,06_18_17',-1,LEFT',UW',FEED',0.6287759966
24,06_18_17',-1,LEFT',UW',FEED',0.3611719528
24,06_18_17',0,RITE',NW',NEST',0.4995760682
24,06_18_17',0,RITE',NW',NEST',0.4310925051
24,06_18_17',0,RITE',NW',NEST',0.7328606295
24,06_18_17',-1,LEFT',UW',FEED',0.3838899235
25,06_18_17',0,RITE',NW',NEST',0.5035786339
25,06_18_17',-1,LEFT',DW',NEST',0.8271102877
25,06_18_17',-1,LEFT',DW',NEST',0.2301735947
26,06_18_17',-1,LEFT',UW',FEED',0.8245066053
26,06_18_17',0,RITE',NW',FEED',0.2193119293
26,06_18_17',0,RITE',NW',FEED',0.3376559169
27,06_18_17',-1,LEFT',UW',FEED',0.5402034925
27,06_18_17',-1,LEFT',UW',FEED',0.2025805082
28,06_18_17',0,RITE',NW',NEST',0.2711940796
29,06_18_17',-1,LEFT',UW',FEED',0.3651281528
29,06_18_17',-1,LEFT',UW',FEED',0.5846006426
29,06_18_17',-1,LEFT',DW',NEST',0.6244841012
29,06_18_17',-1,LEFT',UW',FEED',0.2487854535
30,06_18_17',0,RITE',NW',NEST',0.7497873413
31,06_18_17',0,RITE',NW',NEST',0.2291900134
31,06_18_17',-1,LEFT',UW',FEED',0.316228684
32,06_18_17',-1,LEFT',UW',FEED',0.8514693183
32,06_18_17',-1,LEFT',UW',FEED',1.156039797
32,06_18_17',-1,LEFT',UW',FEED',0.2621974716
32,06_18_17',-1,LEFT',DW',NEST',0.2190209598
33,06_18_17',0,RITE',NW',NEST',0.3691507601
33,06_18_17',-1,LEFT',DW',NEST',0.3041786181
34,06_18_17',0,RITE',NW',NEST',0.5723344814
34,06_18_17',-1,LEFT',UW',FEED',0.6430031776
35,06_18_17',-1,LEFT',DW',NEST',0.3321061077
36,06_18_17',0,RITE',NW',FEED',0.8838834765
36,06_18_17',-1,LEFT',UW',FEED',0.224386903
36,06_18_17',0,RITE',NW',NEST',1.909642625
37,06_18_17',-1,LEFT',UW',FEED',0.3061978624
37,06_18_17',0,RITE',NW',NEST',0.4613986481
38,06_18_17',-1,LEFT',DW',NEST',0.6759080445
38,06_18_17',-1,LEFT',DW',NEST',0.774694266
38,06_18_17',-1,LEFT',DW',NEST',0.8664089091
39,06_18_17',0,RITE',NW',NEST',0.3674428686
40,06_18_17',0,RITE',NW',FEED',0.7869523416
40,06_18_17',-1,LEFT',UW',FEED',0.2141048025
41,06_18_17',0,RITE',NW',NEST',0.2374312041
41,06_18_17',0,RITE',NW',NEST',0.4295332581
41,06_18_17',0,RITE',NW',NEST',0.360802621
41,06_18_17',-1,LEFT',UW',FEED',0.4421891111
41,06_18_17',-1,LEFT',UW',FEED',0.4374477188
41,06_18_17',-1,LEFT',DW',NEST',0.6414550873
42,06_18_17',0,RITE',NW',FEED',0.3740268999
42,06_18_17',-1,LEFT',UW',FEED',0.2099703941
42,06_18_17',-1,LEFT',UW',FEED',0.6559945858
42,06_18_17',0,RITE',NW',FEED',0.3214728839
42,06_18_17',-1,LEFT',DW',NEST',0.3715784749
43,06_18_17',-1,LEFT',UW',FEED',0.5175719753
43,06_18_17',-1,LEFT',UW',FEED',0.4354644941
43,06_18_17',0,RITE',NW',NEST',0.7806787047
44,06_18_17',-1,LEFT',DW',NEST',1.020410401
44,06_18_17',0,RITE',NW',NEST',0.8
45,06_18_17',0,RITE',NW',FEED',0.3128455284
45,06_18_17',0,RITE',NW',NEST',0.2414332315
46,06_18_17',0,RITE',NW',FEED',0.4920684739
46,06_18_17',0,RITE',NW',NEST',0.741096656
46,06_18_17',0,RITE',NW',NEST',0.2705304064
47,06_18_17',0,RITE',NW',NEST',0.291810356
47,06_18_17',0,RITE',NW',NEST',0.3238967109
47,06_18_17',0,RITE',NW',NEST',0.5201102149
48,06_18_17',-1,LEFT',UW',FEED',0.7419830613
48,06_18_17',0,RITE',NW',NEST',0.4159927884
48,06_18_17',0,RITE',NW',FEED',0.3942927611
48,06_18_17',0,RITE',NW',NEST',0.4070392055
49,06_18_17',0,RITE',NW',FEED',0.2299142087
49,06_18_17',0,RITE',NW',NEST',0.273722676
50,06_18_17',-1,LEFT',DW',NEST',0.2614115285
50,06_18_17',0,RITE',NW',NEST',0.3101109901
52,06_18_17',-1,LEFT',UW',FEED',0.4271442009
52,06_18_17',0,RITE',NW',NEST',0.6853341915
52,06_18_17',-1,LEFT',UW',FEED',0.4201949926
52,06_18_17',0,RITE',NW',NEST',0.4053496491
52,06_18_17',-1,LEFT',UW',FEED',0.2218758
53,06_18_17',-1,LEFT',DW',NEST',0.851841913
54,06_18_17',0,RITE',NW',NEST',0.6102136523
54,06_18_17',-1,LEFT',UW',FEED',0.6847311833
54,06_18_17',-1,LEFT',UW',FEED',0.4396467047
54,06_18_17',-1,LEFT',DW',NEST',0.2773676617
55,06_18_17',-1,LEFT',UW',FEED',0.3354101966
55,06_18_17',0,RITE',NW',FEED',0.3361531645
55,06_18_17',0,RITE',NW',NEST',0.3855584553
56,06_18_17',0,RITE',NW',NEST',0.4911959267
56,06_18_17',0,RITE',NW',NEST',0.3995449832
57,06_18_17',0,RITE',NW',NEST',0.3561557489
57,06_18_17',-1,LEFT',UW',FEED',0.6677805945
58,06_18_17',-1,LEFT',UW',FEED',0.3679663519
58,06_18_17',-1,LEFT',UW',FEED',0.4514150088
59,06_18_17',-1,LEFT',UW',FEED',0.8562628895
59,06_18_17',-1,LEFT',UW',FEED',0.6628583642
59,06_18_17',0,RITE',NW',FEED',0.3146517171
59,06_18_17',-1,LEFT',DW',NEST',0.419701625
60,06_18_17',-1,LEFT',UW',FEED',0.7100408079
60,06_18_17',-1,LEFT',DW',NEST',0.2471292899
60,06_18_17',-1,LEFT',UW',FEED',0.6645438242
61,06_18_17',0,RITE',NW',NEST',0.811339671
61,06_18_17',0,RITE',NW',FEED',0.4546808704
62,06_18_17',0,RITE',NW',NEST',0.2471822755
62,06_18_17',-1,LEFT',UW',FEED',0.5367727638
62,06_18_17',0,RITE',NW',NEST',0.4022274493
62,06_18_17',0,RITE',NW',NEST',0.624224133
62,06_18_17',0,RITE',NW',NEST',0.4911794197
64,06_18_17',-1,LEFT',UW',FEED',0.7017834424
64,06_18_17',0,RITE',NW',NEST',0.203864745
64,06_18_17',0,RITE',NW',FEED',0.547916471
64,06_18_17',-1,LEFT',UW',FEED',0.8901291138
64,06_18_17',-1,LEFT',UW',FEED',0.4318797373
65,06_18_17',-1,LEFT',UW',FEED',0.2057652669
65,06_18_17',0,RITE',NW',NEST',0.5413069702
65,06_18_17',-1,LEFT',UW',FEED',0.6568070351
65,06_18_17',-1,LEFT',DW',NEST',0.510905972
65,06_18_17',0,RITE',NW',FEED',0.5541171939
66,06_18_17',0,RITE',NW',FEED',0.6708091759
66,06_18_17',0,RITE',NW',FEED',0.2166447755
66,06_18_17',-1,LEFT',UW',FEED',0.7765223468
67,06_18_17',0,RITE',NW',NEST',0.6895139325
68,06_18_17',0,RITE',NW',FEED',0.2919941112
68,06_18_17',-1,LEFT',UW',FEED',0.6259373541
68,06_18_17',0,RITE',NW',FEED',0.4966097197
69,06_18_17',0,RITE',NW',NEST',0.4730310594
69,06_18_17',0,RITE',NW',FEED',0.3247253792
70,06_18_17',-1,LEFT',DW',NEST',0.5303874265
70,06_18_17',0,RITE',NW',FEED',1.360838408
72,06_18_17',-1,LEFT',UW',FEED',0.8174812597
72,06_18_17',-1,LEFT',UW',FEED',0.3083018002
72,06_18_17',0,RITE',NW',FEED',0.2032155002
73,06_18_17',0,RITE',NW',NEST',0.4747862579
73,06_18_17',0,RITE',NW',NEST',0.4673221126
73,06_18_17',-1,LEFT',DW',NEST',0.5939934586
74,06_18_17',0,RITE',NW',FEED',0.5089301573
74,06_18_17',0,RITE',NW',NEST',0.2705561259
74,06_18_17',0,RITE',NW',NEST',0.2618298285
74,06_18_17',0,RITE',NW',NEST',0.5688321232
74,06_18_17',-1,LEFT',UW',FEED',0.5112493158
75,06_18_17',-1,LEFT',DW',NEST',0.3469204687
75,06_18_17',0,RITE',NW',NEST',0.3035422685
76,06_18_17',0,RITE',NW',NEST',0.4296026487
76,06_18_17',-1,LEFT',DW',NEST',0.6128276565
77,06_18_17',0,RITE',NW',NEST',0.3609400089
77,06_18_17',-1,LEFT',DW',NEST',0.4104112148
77,06_18_17',0,RITE',NW',FEED',0.6706237357
77,06_18_17',-1,LEFT',UW',FEED',0.2484784819
78,06_18_17',-1,LEFT',UW',FEED',0.3059353009
78,06_18_17',-1,LEFT',UW',FEED',0.592153294
79,06_18_17',0,RITE',NW',NEST',0.4436682717
80,06_18_17',-1,LEFT',UW',FEED',0.7822454376
81,06_18_17',-1,LEFT',UW',FEED',0.2756495965
81,06_18_17',-1,LEFT',DW',NEST',0.711795379
82,06_18_17',-1,LEFT',UW',FEED',0.3583018564
82,06_18_17',-1,LEFT',DW',NEST',0.2036513965
82,06_18_17',-1,LEFT',UW',FEED',0.8649126699
83,06_18_17',0,RITE',NW',NEST',0.4614735874
84,06_18_17',0,RITE',NW',FEED',1.779423559
84,06_18_17',-1,LEFT',UW',FEED',0.2458348507
85,06_18_17',0,RITE',NW',FEED',0.5643980323
86,06_18_17',-1,LEFT',UW',FEED',0.4529869532
87,06_18_17',-1,LEFT',UW',FEED',0.3829059289
87,06_18_17',-1,LEFT',DW',NEST',0.5240361975
87,06_18_17',-1,LEFT',DW',NEST',0.250576065
87,06_18_17',-1,LEFT',DW',NEST',0.434306292
88,06_18_17',-1,LEFT',UW',FEED',0.3511702613
88,06_18_17',-1,LEFT',UW',FEED',0.326846364
88,06_18_17',-1,LEFT',UW',FEED',0.838555883
88,06_18_17',-1,LEFT',DW',NEST',0.7169920314
89,06_18_17',-1,LEFT',DW',NEST',0.4569687249
89,06_18_17',-1,LEFT',UW',FEED',0.6329105702
91,06_18_17',0,RITE',NW',NEST',0.3277292862
91,06_18_17',0,RITE',NW',NEST',0.80062288
