minute,day,flow.category,side,bee/wind orientation,flight direction,fast slow
12,06_19_17',0,RITE',NW',NEST',NONE'
12,06_19_17',0,LEFT',NW',NEST',NONE'
12,06_19_17',0,RITE',NW',NEST',NONE'
13,06_19_17',0,RITE',NW',NEST',NONE'
14,06_19_17',0,RITE',NW',FEED',NONE'
15,06_19_17',0,LEFT',NW',NEST',NONE'
16,06_19_17',0,LEFT',NW',FEED',NONE'
16,06_19_17',0,LEFT',NW',NEST',NONE'
16,06_19_17',0,RITE',NW',NEST',NONE'
16,06_19_17',0,LEFT',NW',FEED',NONE'
18,06_19_17',0,RITE',NW',NEST',NONE'
18,06_19_17',0,RITE',NW',NEST',NONE'
18,06_19_17',0,LEFT',NW',NEST',NONE'
18,06_19_17',0,RITE',NW',NEST',NONE'
19,06_19_17',0,LEFT',NW',FEED',NONE'
19,06_19_17',0,RITE',NW',NEST',NONE'
19,06_19_17',0,RITE',NW',NEST',NONE'
19,06_19_17',0,RITE',NW',FEED',NONE'
20,06_19_17',0,RITE',NW',NEST',NONE'
20,06_19_17',0,RITE',NW',NEST',NONE'
21,06_19_17',0,RITE',NW',NEST',NONE'
22,06_19_17',0,RITE',NW',FEED',NONE'
22,06_19_17',0,LEFT',NW',NEST',NONE'
23,06_19_17',0,LEFT',NW',FEED',NONE'
23,06_19_17',0,RITE',NW',NEST',NONE'
25,06_19_17',0,LEFT',NW',NEST',NONE'
25,06_19_17',0,LEFT',NW',NEST',NONE'
25,06_19_17',0,RITE',NW',NEST',NONE'
25,06_19_17',0,LEFT',NW',FEED',NONE'
26,06_19_17',0,RITE',NW',FEED',NONE'
27,06_19_17',0,LEFT',NW',NEST',NONE'
27,06_19_17',0,LEFT',NW',NEST',NONE'
27,06_19_17',0,LEFT',NW',NEST',NONE'
27,06_19_17',0,LEFT',NW',FEED',NONE'
28,06_19_17',0,LEFT',NW',NEST',NONE'
30,06_19_17',0,RITE',NW',FEED',NONE'
31,06_19_17',0,LEFT',NW',FEED',NONE'
31,06_19_17',0,RITE',NW',NEST',NONE'
31,06_19_17',0,RITE',NW',NEST',NONE'
32,06_19_17',0,RITE',NW',NEST',NONE'
32,06_19_17',0,RITE',NW',NEST',NONE'
32,06_19_17',0,LEFT',NW',NEST',NONE'
32,06_19_17',0,LEFT',NW',NEST',NONE'
32,06_19_17',0,LEFT',NW',FEED',NONE'
32,06_19_17',0,RITE',NW',FEED',NONE'
33,06_19_17',0,LEFT',NW',FEED',NONE'
33,06_19_17',0,LEFT',NW',NEST',NONE'
34,06_19_17',0,RITE',NW',NEST',NONE'
34,06_19_17',0,RITE',NW',FEED',NONE'
34,06_19_17',0,RITE',NW',NEST',NONE'
35,06_19_17',0,LEFT',NW',NEST',NONE'
35,06_19_17',0,LEFT',NW',FEED',NONE'
36,06_19_17',0,RITE',NW',FEED',NONE'
37,06_19_17',0,RITE',NW',NEST',NONE'
39,06_19_17',0,RITE',NW',NEST',NONE'
40,06_19_17',0,LEFT',NW',NEST',NONE'
41,06_19_17',0,LEFT',NW',FEED',NONE'
42,06_19_17',0,RITE',NW',NEST',NONE'
43,06_19_17',0,LEFT',NW',FEED',NONE'
43,06_19_17',0,LEFT',NW',FEED',NONE'
44,06_19_17',0,RITE',NW',NEST',NONE'
45,06_19_17',0,LEFT',NW',NEST',NONE'
45,06_19_17',0,LEFT',NW',NEST',NONE'
47,06_19_17',0,LEFT',NW',NEST',NONE'
47,06_19_17',0,RITE',NW',NEST',NONE'
48,06_19_17',0,RITE',NW',NEST',NONE'
48,06_19_17',0,LEFT',NW',NEST',NONE'
48,06_19_17',0,RITE',NW',NEST',NONE'
49,06_19_17',0,RITE',NW',NEST',NONE'
49,06_19_17',0,RITE',NW',FEED',NONE'
51,06_19_17',0,RITE',NW',NEST',NONE'
51,06_19_17',0,LEFT',NW',FEED',NONE'
52,06_19_17',0,RITE',NW',FEED',NONE'
53,06_19_17',0,LEFT',NW',FEED',NONE'
54,06_19_17',0,RITE',NW',FEED',NONE'
54,06_19_17',0,RITE',NW',NEST',NONE'
54,06_19_17',0,LEFT',NW',FEED',NONE'
55,06_19_17',0,RITE',NW',FEED',NONE'
56,06_19_17',0,RITE',NW',NEST',NONE'
57,06_19_17',0,RITE',NW',FEED',NONE'
57,06_19_17',0,RITE',NW',NEST',NONE'
59,06_19_17',0,RITE',NW',NEST',NONE'
60,06_19_17',0,RITE',NW',NEST',NONE'
61,06_19_17',0,RITE',NW',FEED',NONE'
62,06_19_17',0,LEFT',NW',NEST',NONE'
62,06_19_17',0,LEFT',NW',FEED',NONE'
63,06_19_17',0,LEFT',NW',NEST',NONE'
63,06_19_17',0,RITE',NW',FEED',NONE'
63,06_19_17',0,RITE',NW',NEST',NONE'
65,06_19_17',0,RITE',NW',FEED',NONE'
68,06_19_17',0,RITE',NW',NEST',NONE'
69,06_19_17',0,LEFT',NW',NEST',NONE'
69,06_19_17',0,RITE',NW',NEST',NONE'
70,06_19_17',0,LEFT',NW',NEST',NONE'
71,06_19_17',0,RITE',NW',FEED',NONE'
71,06_19_17',0,RITE',NW',NEST',NONE'
72,06_19_17',0,LEFT',NW',NEST',NONE'
73,06_19_17',0,RITE',NW',NEST',NONE'
74,06_19_17',0,RITE',NW',NEST',NONE'
74,06_19_17',0,RITE',NW',NEST',NONE'
74,06_19_17',0,RITE',NW',NEST',NONE'
75,06_19_17',0,RITE',NW',FEED',NONE'
75,06_19_17',0,RITE',NW',NEST',NONE'
76,06_19_17',0,LEFT',NW',NEST',NONE'
78,06_19_17',0,RITE',NW',NEST',NONE'
78,06_19_17',0,LEFT',NW',NEST',NONE'
79,06_19_17',0,LEFT',NW',NEST',NONE'
79,06_19_17',0,RITE',NW',FEED',NONE'
79,06_19_17',0,RITE',NW',NEST',NONE'
79,06_19_17',0,RITE',NW',NEST',NONE'
80,06_19_17',0,RITE',NW',NEST',NONE'
82,06_19_17',0,RITE',NW',NEST',NONE'
82,06_19_17',0,RITE',NW',NEST',NONE'
83,06_19_17',0,RITE',NW',FEED',NONE'
83,06_19_17',0,LEFT',NW',FEED',NONE'
83,06_19_17',0,LEFT',NW',NEST',NONE'
84,06_19_17',0,RITE',NW',FEED',NONE'
85,06_19_17',0,RITE',NW',FEED',NONE'
85,06_19_17',0,RITE',NW',NEST',NONE'
85,06_19_17',0,LEFT',NW',NEST',NONE'
85,06_19_17',0,LEFT',NW',NEST',NONE'
86,06_19_17',0,LEFT',NW',NEST',NONE'
86,06_19_17',0,RITE',NW',NEST',NONE'
87,06_19_17',0,RITE',NW',NEST',NONE'
87,06_19_17',0,RITE',NW',NEST',NONE'
87,06_19_17',0,RITE',NW',NEST',NONE'
88,06_19_17',0,LEFT',NW',NEST',NONE'
88,06_19_17',0,LEFT',NW',NEST',NONE'
89,06_19_17',0,LEFT',NW',NEST',NONE'
89,06_19_17',0,LEFT',NW',FEED',NONE'
90,06_19_17',0,RITE',NW',NEST',NONE'
90,06_19_17',0,RITE',NW',NEST',NONE'
92,06_19_17',0,RITE',NW',FEED',NONE'
92,06_19_17',0,RITE',NW',NEST',NONE'
93,06_19_17',0,LEFT',NW',NEST',NONE'
94,06_19_17',0,RITE',NW',NEST',NONE'
94,06_19_17',0,RITE',NW',NEST',NONE'
95,06_19_17',0,RITE',NW',FEED',NONE'
96,06_19_17',0,RITE',NW',NEST',NONE'
96,06_19_17',0,RITE',NW',NEST',NONE'
97,06_19_17',0,RITE',NW',FEED',NONE'
97,06_19_17',0,RITE',NW',FEED',NONE'
97,06_19_17',0,LEFT',NW',FEED',NONE'
97,06_19_17',0,RITE',NW',NEST',NONE'
98,06_19_17',0,RITE',NW',NEST',NONE'
98,06_19_17',0,RITE',NW',NEST',NONE'
98,06_19_17',0,RITE',NW',NEST',NONE'
100,06_19_17',0,RITE',NW',FEED',NONE'
101,06_19_17',0,RITE',NW',NEST',NONE'
103,06_19_17',0,LEFT',NW',FEED',NONE'
103,06_19_17',0,RITE',NW',NEST',NONE'
104,06_19_17',0,RITE',NW',NEST',NONE'
104,06_19_17',0,RITE',NW',NEST',NONE'
105,06_19_17',0,RITE',NW',NEST',NONE'
106,06_19_17',0,RITE',NW',FEED',NONE'
107,06_19_17',0,RITE',NW',NEST',NONE'
108,06_19_17',0,LEFT',NW',FEED',NONE'
109,06_19_17',0,LEFT',NW',FEED',NONE'
110,06_19_17',0,RITE',NW',NEST',NONE'
110,06_19_17',0,RITE',NW',NEST',NONE'
110,06_19_17',0,RITE',NW',FEED',NONE'
111,06_19_17',0,RITE',NW',NEST',NONE'
111,06_19_17',0,RITE',NW',FEED',NONE'
112,06_19_17',0,RITE',NW',NEST',NONE'
112,06_19_17',0,LEFT',NW',NEST',NONE'
113,06_19_17',0,RITE',NW',FEED',NONE'
114,06_19_17',0,RITE',NW',NEST',NONE'
115,06_19_17',0,RITE',NW',FEED',NONE'
115,06_19_17',0,LEFT',NW',FEED',NONE'
116,06_19_17',0,RITE',NW',NEST',NONE'
116,06_19_17',0,LEFT',NW',FEED',NONE'
117,06_19_17',0,RITE',NW',NEST',NONE'
119,06_19_17',0,RITE',NW',NEST',NONE'
119,06_19_17',0,RITE',NW',FEED',NONE'
120,06_19_17',0,RITE',NW',FEED',NONE'
120,06_19_17',0,RITE',NW',FEED',NONE'
121,06_19_17',0,LEFT',NW',NEST',NONE'
121,06_19_17',0,RITE',NW',NEST',NONE'
121,06_19_17',0,LEFT',NW',NEST',NONE'
1,06_20_17',-1.19,RITE',DW',NEST',FAST'
1,06_20_17',-1.19,RITE',UW',FEED',FAST'
2,06_20_17',1.19,LEFT',UW',NEST',FAST'
2,06_20_17',1.19,LEFT',UW',NEST',FAST'
4,06_20_17',1.19,LEFT',UW',NEST',FAST'
6,06_20_17',1.19,LEFT',UW',NEST',FAST'
12,06_20_17',1.19,LEFT',DW',FEED',FAST'
12,06_20_17',-1.19,RITE',DW',NEST',FAST'
13,06_20_17',-1.19,RITE',DW',NEST',FAST'
15,06_20_17',-1.19,RITE',UW',FEED',FAST'
16,06_20_17',1.19,LEFT',UW',NEST',FAST'
16,06_20_17',-1.19,RITE',DW',NEST',FAST'
19,06_20_17',-1.19,RITE',DW',NEST',FAST'
20,06_20_17',1.19,LEFT',UW',NEST',FAST'
22,06_20_17',-1.19,RITE',DW',NEST',FAST'
27,06_20_17',-1.19,RITE',UW',FEED',FAST'
27,06_20_17',-1.19,RITE',DW',NEST',FAST'
28,06_20_17',1.19,LEFT',DW',FEED',FAST'
28,06_20_17',1.19,LEFT',UW',NEST',FAST'
28,06_20_17',-1.19,RITE',DW',NEST',FAST'
29,06_20_17',-1.19,RITE',DW',NEST',FAST'
30,06_20_17',-1.19,RITE',UW',FEED',FAST'
30,06_20_17',-1.19,RITE',DW',NEST',FAST'
34,06_20_17',-1.19,RITE',UW',FEED',FAST'
36,06_20_17',1.19,LEFT',UW',NEST',FAST'
37,06_20_17',-1.19,RITE',DW',NEST',FAST'
37,06_20_17',1.19,LEFT',UW',NEST',FAST'
37,06_20_17',1.19,LEFT',DW',FEED',FAST'
40,06_20_17',-1.19,RITE',UW',FEED',FAST'
43,06_20_17',-1.19,RITE',UW',FEED',FAST'
43,06_20_17',-1.19,RITE',DW',NEST',FAST'
43,06_20_17',1.19,LEFT',UW',NEST',FAST'
43,06_20_17',-1.19,RITE',DW',NEST',FAST'
44,06_20_17',-1.19,RITE',DW',NEST',FAST'
46,06_20_17',1.19,LEFT',UW',NEST',FAST'
47,06_20_17',1.19,LEFT',UW',NEST',FAST'
47,06_20_17',-1.19,RITE',UW',FEED',FAST'
49,06_20_17',-1.19,RITE',UW',FEED',FAST'
50,06_20_17',-1.19,RITE',UW',FEED',FAST'
52,06_20_17',1.19,LEFT',UW',NEST',FAST'
52,06_20_17',1.19,LEFT',UW',NEST',FAST'
53,06_20_17',1.19,LEFT',UW',NEST',FAST'
53,06_20_17',-1.19,RITE',DW',NEST',FAST'
56,06_20_17',-1.19,RITE',UW',FEED',FAST'
57,06_20_17',1.19,LEFT',UW',NEST',FAST'
58,06_20_17',1.19,LEFT',DW',FEED',FAST'
62,06_20_17',1.19,LEFT',UW',NEST',FAST'
62,06_20_17',1.19,LEFT',DW',FEED',FAST'
63,06_20_17',1.19,LEFT',DW',FEED',FAST'
63,06_20_17',1.19,LEFT',UW',NEST',FAST'
63,06_20_17',-1.19,RITE',DW',NEST',FAST'
66,06_20_17',1.19,LEFT',UW',NEST',FAST'
71,06_20_17',1.19,LEFT',UW',NEST',FAST'
71,06_20_17',-1.19,RITE',UW',FEED',FAST'
73,06_20_17',1.19,LEFT',UW',NEST',FAST'
74,06_20_17',-1.19,RITE',UW',FEED',FAST'
80,06_20_17',-1.19,RITE',UW',FEED',FAST'
81,06_20_17',-1.19,RITE',DW',NEST',FAST'
82,06_20_17',1.19,LEFT',DW',FEED',FAST'
83,06_20_17',-1.19,RITE',UW',FEED',FAST'
84,06_20_17',-1.19,RITE',UW',FEED',FAST'
86,06_20_17',1.19,LEFT',DW',FEED',FAST'
86,06_20_17',-1.19,RITE',DW',NEST',FAST'
86,06_20_17',-1.19,RITE',DW',NEST',FAST'
87,06_20_17',-1.19,RITE',UW',FEED',FAST'
88,06_20_17',-1.19,RITE',UW',FEED',FAST'
89,06_20_17',1.19,LEFT',DW',FEED',FAST'
90,06_20_17',1.19,LEFT',UW',NEST',FAST'
96,06_20_17',-1.19,RITE',UW',FEED',FAST'
96,06_20_17',-1.19,RITE',DW',NEST',FAST'
98,06_20_17',1.19,LEFT',UW',NEST',FAST'
99,06_20_17',1.19,LEFT',UW',NEST',FAST'
99,06_20_17',-1.19,RITE',DW',NEST',FAST'
99,06_20_17',-1.19,RITE',DW',NEST',FAST'
100,06_20_17',-1.19,RITE',UW',FEED',FAST'
103,06_20_17',1.19,LEFT',UW',NEST',FAST'
104,06_20_17',1.19,LEFT',UW',NEST',FAST'
104,06_20_17',-1.19,RITE',DW',NEST',FAST'
105,06_20_17',1.19,LEFT',UW',NEST',FAST'
106,06_20_17',-1.19,RITE',UW',FEED',FAST'
108,06_20_17',1.19,LEFT',UW',NEST',FAST'
108,06_20_17',-1.19,RITE',UW',FEED',FAST'
108,06_20_17',1.19,LEFT',UW',NEST',FAST'
109,06_20_17',-1.19,RITE',UW',FEED',FAST'
110,06_20_17',-1.19,RITE',DW',NEST',FAST'
110,06_20_17',1.19,LEFT',UW',NEST',FAST'
114,06_20_17',1.19,LEFT',DW',FEED',FAST'
114,06_20_17',-1.19,RITE',UW',FEED',FAST'
114,06_20_17',1.19,LEFT',UW',NEST',FAST'
114,06_20_17',-1.19,RITE',UW',FEED',FAST'
115,06_20_17',-1.19,RITE',UW',FEED',FAST'
116,06_20_17',-1.19,RITE',UW',FEED',FAST'
1,06_21_17',1.07,LEFT',DW',FEED',FAST'
2,06_21_17',1.07,LEFT',UW',NEST',FAST'
2,06_21_17',1.07,LEFT',UW',NEST',FAST'
2,06_21_17',-0.25,RITE',DW',NEST',SLOW'
4,06_21_17',1.07,LEFT',UW',NEST',FAST'
4,06_21_17',1.07,LEFT',UW',NEST',FAST'
5,06_21_17',1.07,LEFT',UW',NEST',FAST'
5,06_21_17',-0.25,RITE',DW',NEST',SLOW'
6,06_21_17',-0.25,RITE',UW',FEED',SLOW'
6,06_21_17',1.07,LEFT',DW',FEED',FAST'
6,06_21_17',1.07,LEFT',DW',FEED',FAST'
7,06_21_17',1.07,LEFT',DW',FEED',FAST'
10,06_21_17',1.07,LEFT',UW',NEST',FAST'
10,06_21_17',-0.25,RITE',DW',NEST',SLOW'
12,06_21_17',1.07,LEFT',UW',NEST',FAST'
12,06_21_17',-0.25,RITE',UW',FEED',SLOW'
12,06_21_17',-0.25,RITE',UW',FEED',SLOW'
12,06_21_17',1.07,LEFT',DW',FEED',FAST'
13,06_21_17',-0.25,RITE',UW',FEED',SLOW'
13,06_21_17',-0.25,RITE',UW',FEED',SLOW'
14,06_21_17',1.07,LEFT',UW',NEST',FAST'
14,06_21_17',1.07,LEFT',UW',NEST',FAST'
15,06_21_17',1.07,LEFT',UW',NEST',FAST'
15,06_21_17',-0.25,RITE',UW',FEED',SLOW'
15,06_21_17',-0.25,RITE',DW',NEST',SLOW'
16,06_21_17',1.07,LEFT',UW',NEST',FAST'
17,06_21_17',-0.25,RITE',DW',NEST',SLOW'
17,06_21_17',1.07,LEFT',UW',NEST',FAST'
18,06_21_17',1.07,LEFT',DW',FEED',FAST'
18,06_21_17',-0.25,RITE',UW',FEED',SLOW'
19,06_21_17',1.07,LEFT',UW',NEST',FAST'
19,06_21_17',1.07,LEFT',UW',NEST',FAST'
19,06_21_17',1.07,LEFT',DW',FEED',FAST'
19,06_21_17',-0.25,RITE',DW',NEST',SLOW'
20,06_21_17',1.07,LEFT',UW',NEST',FAST'
20,06_21_17',-0.25,RITE',DW',NEST',SLOW'
22,06_21_17',1.07,LEFT',DW',FEED',FAST'
22,06_21_17',-0.25,RITE',UW',FEED',SLOW'
24,06_21_17',-0.25,RITE',UW',FEED',SLOW'
25,06_21_17',1.07,LEFT',UW',NEST',FAST'
26,06_21_17',-0.25,RITE',UW',FEED',SLOW'
26,06_21_17',1.07,LEFT',UW',NEST',FAST'
28,06_21_17',-0.25,RITE',DW',NEST',SLOW'
29,06_21_17',1.07,LEFT',UW',NEST',FAST'
30,06_21_17',-0.25,RITE',UW',FEED',SLOW'
30,06_21_17',-0.25,RITE',UW',FEED',SLOW'
30,06_21_17',1.07,LEFT',UW',NEST',FAST'
30,06_21_17',-0.25,RITE',UW',FEED',SLOW'
30,06_21_17',1.07,LEFT',DW',FEED',FAST'
30,06_21_17',-0.25,RITE',UW',FEED',SLOW'
31,06_21_17',1.07,LEFT',DW',FEED',FAST'
31,06_21_17',-0.25,RITE',DW',NEST',SLOW'
32,06_21_17',1.07,LEFT',DW',FEED',FAST'
32,06_21_17',1.07,LEFT',UW',NEST',FAST'
33,06_21_17',1.07,LEFT',UW',NEST',FAST'
33,06_21_17',-0.25,RITE',DW',NEST',SLOW'
34,06_21_17',1.07,LEFT',UW',NEST',FAST'
35,06_21_17',1.07,LEFT',UW',NEST',FAST'
35,06_21_17',1.07,LEFT',UW',NEST',FAST'
36,06_21_17',-0.25,RITE',DW',NEST',SLOW'
36,06_21_17',1.07,LEFT',UW',NEST',FAST'
40,06_21_17',1.07,LEFT',DW',FEED',FAST'
41,06_21_17',1.07,LEFT',UW',NEST',FAST'
42,06_21_17',1.07,LEFT',UW',NEST',FAST'
42,06_21_17',-0.25,RITE',UW',FEED',SLOW'
43,06_21_17',-0.25,RITE',UW',FEED',SLOW'
43,06_21_17',-0.25,RITE',UW',FEED',SLOW'
43,06_21_17',-0.25,RITE',DW',NEST',SLOW'
44,06_21_17',1.07,LEFT',UW',NEST',FAST'
44,06_21_17',1.07,LEFT',UW',NEST',FAST'
46,06_21_17',-0.25,RITE',UW',FEED',SLOW'
47,06_21_17',-0.25,RITE',UW',FEED',SLOW'
48,06_21_17',-0.25,RITE',DW',NEST',SLOW'
49,06_21_17',-0.25,RITE',DW',NEST',SLOW'
49,06_21_17',-0.25,RITE',DW',NEST',SLOW'
49,06_21_17',1.07,LEFT',UW',NEST',FAST'
50,06_21_17',1.07,LEFT',UW',NEST',FAST'
51,06_21_17',1.07,LEFT',UW',NEST',FAST'
52,06_21_17',1.07,LEFT',UW',NEST',FAST'
52,06_21_17',-0.25,RITE',UW',FEED',SLOW'
53,06_21_17',1.07,LEFT',DW',FEED',FAST'
55,06_21_17',-0.25,RITE',DW',NEST',SLOW'
55,06_21_17',1.07,LEFT',DW',FEED',FAST'
55,06_21_17',-0.25,RITE',DW',NEST',SLOW'
55,06_21_17',-0.25,RITE',UW',FEED',SLOW'
57,06_21_17',1.07,LEFT',DW',FEED',FAST'
57,06_21_17',-0.25,RITE',UW',FEED',SLOW'
57,06_21_17',-0.25,RITE',DW',NEST',SLOW'
58,06_21_17',-0.25,RITE',DW',NEST',SLOW'
59,06_21_17',1.07,LEFT',DW',FEED',FAST'
60,06_21_17',-0.25,RITE',DW',NEST',SLOW'
60,06_21_17',1.07,LEFT',UW',NEST',FAST'
60,06_21_17',-0.25,RITE',DW',NEST',SLOW'
61,06_21_17',-0.25,RITE',UW',FEED',SLOW'
62,06_21_17',1.07,LEFT',UW',NEST',FAST'
62,06_21_17',1.07,LEFT',UW',NEST',FAST'
62,06_21_17',1.07,LEFT',UW',NEST',FAST'
62,06_21_17',1.07,LEFT',DW',FEED',FAST'
62,06_21_17',-0.25,RITE',UW',FEED',SLOW'
62,06_21_17',1.07,LEFT',UW',NEST',FAST'
63,06_21_17',1.07,LEFT',DW',FEED',FAST'
63,06_21_17',1.07,LEFT',DW',FEED',FAST'
64,06_21_17',1.07,LEFT',UW',NEST',FAST'
64,06_21_17',-0.25,RITE',DW',NEST',SLOW'
65,06_21_17',1.07,LEFT',UW',NEST',FAST'
65,06_21_17',-0.25,RITE',UW',FEED',SLOW'
65,06_21_17',-0.25,RITE',DW',NEST',SLOW'
66,06_21_17',-0.25,RITE',UW',FEED',SLOW'
66,06_21_17',1.07,LEFT',UW',NEST',FAST'
66,06_21_17',1.07,LEFT',DW',FEED',FAST'
66,06_21_17',-0.25,RITE',UW',FEED',SLOW'
67,06_21_17',-0.25,RITE',DW',NEST',SLOW'
68,06_21_17',1.07,LEFT',DW',FEED',FAST'
69,06_21_17',1.07,LEFT',UW',NEST',FAST'
70,06_21_17',1.07,LEFT',DW',FEED',FAST'
70,06_21_17',1.07,LEFT',UW',NEST',FAST'
73,06_21_17',-0.25,RITE',DW',NEST',SLOW'
74,06_21_17',-0.25,RITE',UW',FEED',SLOW'
74,06_21_17',1.07,LEFT',UW',NEST',FAST'
75,06_21_17',-0.25,RITE',DW',NEST',SLOW'
75,06_21_17',-0.25,RITE',DW',NEST',SLOW'
76,06_21_17',1.07,LEFT',DW',FEED',FAST'
77,06_21_17',1.07,LEFT',UW',NEST',FAST'
78,06_21_17',1.07,LEFT',DW',FEED',FAST'
79,06_21_17',1.07,LEFT',UW',NEST',FAST'
79,06_21_17',1.07,LEFT',DW',FEED',FAST'
80,06_21_17',-0.25,RITE',DW',NEST',SLOW'
81,06_21_17',-0.25,RITE',UW',FEED',SLOW'
82,06_21_17',1.07,LEFT',UW',NEST',FAST'
83,06_21_17',1.07,LEFT',UW',NEST',FAST'
84,06_21_17',1.07,LEFT',UW',NEST',FAST'
84,06_21_17',-0.25,RITE',UW',FEED',SLOW'
85,06_21_17',-0.25,RITE',UW',FEED',SLOW'
85,06_21_17',1.07,LEFT',UW',NEST',FAST'
86,06_21_17',1.07,LEFT',DW',FEED',FAST'
89,06_21_17',1.07,LEFT',UW',NEST',FAST'
89,06_21_17',1.07,LEFT',UW',NEST',FAST'
90,06_21_17',-0.25,RITE',DW',NEST',SLOW'
92,06_21_17',-0.25,RITE',DW',NEST',SLOW'
92,06_21_17',1.07,LEFT',UW',NEST',FAST'
92,06_21_17',-0.25,RITE',DW',NEST',SLOW'
93,06_21_17',1.07,LEFT',UW',NEST',FAST'
94,06_21_17',1.07,LEFT',UW',NEST',FAST'
95,06_21_17',1.07,LEFT',UW',NEST',FAST'
96,06_21_17',1.07,LEFT',UW',NEST',FAST'
96,06_21_17',1.07,LEFT',UW',NEST',FAST'
97,06_21_17',1.07,LEFT',DW',FEED',FAST'
97,06_21_17',-0.25,RITE',UW',FEED',SLOW'
101,06_21_17',1.07,LEFT',UW',NEST',FAST'
103,06_21_17',1.07,LEFT',DW',FEED',FAST'
104,06_21_17',1.07,LEFT',UW',NEST',FAST'
105,06_21_17',1.07,LEFT',UW',NEST',FAST'
105,06_21_17',1.07,LEFT',DW',FEED',FAST'
106,06_21_17',1.07,LEFT',DW',FEED',FAST'
107,06_21_17',1.07,LEFT',UW',NEST',FAST'
110,06_21_17',-0.25,RITE',DW',NEST',SLOW'
110,06_21_17',1.07,LEFT',DW',FEED',FAST'
112,06_21_17',-0.25,RITE',DW',NEST',SLOW'
115,06_21_17',1.07,LEFT',UW',NEST',FAST'
118,06_21_17',1.07,LEFT',UW',NEST',FAST'
118,06_21_17',-0.25,RITE',DW',NEST',SLOW'
119,06_21_17',1.07,LEFT',UW',NEST',FAST'
119,06_21_17',-0.25,RITE',DW',NEST',SLOW'
120,06_21_17',-0.25,RITE',DW',NEST',SLOW'
