minute,day,flow.category,side,bee/wind orientation,flight direction,fast slow
1,06_07_17',1.19,RITE',DW',FEED',FAST'
1,06_07_17',-1.19,LEFT',UW',FEED',FAST'
1,06_07_17',-1.19,LEFT',UW',FEED',FAST'
1,06_07_17',-1.19,LEFT',DW',NEST',FAST'
1,06_07_17',-1.19,LEFT',UW',FEED',FAST'
2,06_07_17',-1.19,LEFT',UW',FEED',FAST'
2,06_07_17',1.19,RITE',UW',NEST',FAST'
2,06_07_17',1.19,RITE',UW',NEST',FAST'
3,06_07_17',1.19,RITE',UW',NEST',FAST'
3,06_07_17',1.19,RITE',UW',NEST',FAST'
3,06_07_17',-1.19,LEFT',UW',FEED',FAST'
3,06_07_17',1.19,RITE',UW',NEST',FAST'
3,06_07_17',-1.19,LEFT',DW',NEST',FAST'
3,06_07_17',1.19,RITE',DW',FEED',FAST'
3,06_07_17',1.19,RITE',UW',NEST',FAST'
3,06_07_17',-1.19,LEFT',DW',NEST',FAST'
4,06_07_17',1.19,RITE',UW',NEST',FAST'
5,06_07_17',-1.19,LEFT',UW',FEED',FAST'
5,06_07_17',1.19,RITE',DW',FEED',FAST'
5,06_07_17',-1.19,LEFT',UW',FEED',FAST'
5,06_07_17',-1.19,LEFT',UW',FEED',FAST'
5,06_07_17',-1.19,LEFT',DW',NEST',FAST'
6,06_07_17',1.19,RITE',DW',FEED',FAST'
6,06_07_17',-1.19,LEFT',UW',FEED',FAST'
7,06_07_17',1.19,RITE',DW',FEED',FAST'
7,06_07_17',-1.19,LEFT',UW',FEED',FAST'
7,06_07_17',-1.19,LEFT',UW',FEED',FAST'
7,06_07_17',1.19,RITE',DW',FEED',FAST'
8,06_07_17',1.19,RITE',UW',NEST',FAST'
8,06_07_17',1.19,RITE',UW',NEST',FAST'
8,06_07_17',-1.19,LEFT',UW',FEED',FAST'
8,06_07_17',-1.19,LEFT',UW',FEED',FAST'
9,06_07_17',1.19,RITE',UW',NEST',FAST'
9,06_07_17',1.19,RITE',UW',NEST',FAST'
9,06_07_17',-1.19,LEFT',DW',NEST',FAST'
9,06_07_17',-1.19,LEFT',UW',FEED',FAST'
9,06_07_17',-1.19,LEFT',UW',FEED',FAST'
10,06_07_17',-1.19,LEFT',UW',FEED',FAST'
10,06_07_17',-1.19,LEFT',UW',FEED',FAST'
10,06_07_17',1.19,RITE',DW',FEED',FAST'
10,06_07_17',-1.19,LEFT',UW',FEED',FAST'
11,06_07_17',1.19,RITE',UW',NEST',FAST'
11,06_07_17',1.19,RITE',UW',NEST',FAST'
11,06_07_17',-1.19,LEFT',UW',FEED',FAST'
11,06_07_17',1.19,RITE',DW',FEED',FAST'
11,06_07_17',-1.19,LEFT',DW',NEST',FAST'
11,06_07_17',1.19,RITE',UW',NEST',FAST'
12,06_07_17',1.19,RITE',DW',FEED',FAST'
12,06_07_17',1.19,RITE',UW',NEST',FAST'
12,06_07_17',-1.19,LEFT',UW',FEED',FAST'
12,06_07_17',-1.19,LEFT',DW',NEST',FAST'
12,06_07_17',1.19,RITE',UW',NEST',FAST'
13,06_07_17',-1.19,LEFT',UW',FEED',FAST'
13,06_07_17',1.19,RITE',UW',NEST',FAST'
13,06_07_17',1.19,RITE',UW',NEST',FAST'
13,06_07_17',-1.19,LEFT',DW',NEST',FAST'
14,06_07_17',1.19,RITE',DW',FEED',FAST'
14,06_07_17',1.19,RITE',UW',NEST',FAST'
14,06_07_17',1.19,RITE',UW',NEST',FAST'
14,06_07_17',1.19,RITE',UW',NEST',FAST'
14,06_07_17',1.19,RITE',UW',NEST',FAST'
15,06_07_17',1.19,RITE',DW',FEED',FAST'
15,06_07_17',1.19,RITE',UW',NEST',FAST'
15,06_07_17',1.19,RITE',UW',NEST',FAST'
16,06_07_17',-1.19,LEFT',UW',FEED',FAST'
16,06_07_17',-1.19,LEFT',DW',NEST',FAST'
16,06_07_17',-1.19,LEFT',UW',FEED',FAST'
17,06_07_17',1.19,RITE',UW',NEST',FAST'
17,06_07_17',-1.19,LEFT',UW',FEED',FAST'
17,06_07_17',-1.19,LEFT',UW',FEED',FAST'
17,06_07_17',1.19,RITE',DW',FEED',FAST'
17,06_07_17',-1.19,LEFT',DW',NEST',FAST'
17,06_07_17',1.19,RITE',DW',FEED',FAST'
17,06_07_17',-1.19,LEFT',DW',NEST',FAST'
18,06_07_17',1.19,RITE',DW',FEED',FAST'
18,06_07_17',1.19,RITE',UW',NEST',FAST'
18,06_07_17',1.19,RITE',UW',NEST',FAST'
18,06_07_17',1.19,RITE',UW',NEST',FAST'
18,06_07_17',1.19,RITE',UW',NEST',FAST'
18,06_07_17',1.19,RITE',UW',NEST',FAST'
19,06_07_17',-1.19,LEFT',DW',NEST',FAST'
19,06_07_17',-1.19,LEFT',UW',FEED',FAST'
20,06_07_17',1.19,RITE',UW',NEST',FAST'
20,06_07_17',1.19,RITE',UW',NEST',FAST'
21,06_07_17',-1.19,LEFT',UW',FEED',FAST'
21,06_07_17',1.19,RITE',UW',NEST',FAST'
21,06_07_17',1.19,RITE',UW',NEST',FAST'
22,06_07_17',-1.19,LEFT',UW',FEED',FAST'
22,06_07_17',-1.19,LEFT',UW',FEED',FAST'
22,06_07_17',-1.19,LEFT',UW',FEED',FAST'
22,06_07_17',1.19,RITE',UW',NEST',FAST'
23,06_07_17',1.19,RITE',UW',NEST',FAST'
23,06_07_17',1.19,RITE',UW',NEST',FAST'
23,06_07_17',-1.19,LEFT',UW',FEED',FAST'
24,06_07_17',-1.19,LEFT',UW',FEED',FAST'
24,06_07_17',-1.19,LEFT',UW',FEED',FAST'
24,06_07_17',1.19,RITE',DW',FEED',FAST'
25,06_07_17',-1.19,LEFT',DW',NEST',FAST'
25,06_07_17',1.19,RITE',UW',NEST',FAST'
25,06_07_17',1.19,RITE',UW',NEST',FAST'
26,06_07_17',1.19,RITE',UW',NEST',FAST'
26,06_07_17',-1.19,LEFT',UW',FEED',FAST'
26,06_07_17',-1.19,LEFT',UW',FEED',FAST'
26,06_07_17',-1.19,LEFT',UW',FEED',FAST'
27,06_07_17',-1.19,LEFT',DW',NEST',FAST'
28,06_07_17',1.19,RITE',UW',NEST',FAST'
28,06_07_17',1.19,RITE',DW',FEED',FAST'
28,06_07_17',1.19,RITE',UW',NEST',FAST'
29,06_07_17',1.19,RITE',DW',FEED',FAST'
29,06_07_17',1.19,RITE',UW',NEST',FAST'
30,06_07_17',-1.19,LEFT',UW',FEED',FAST'
30,06_07_17',1.19,RITE',UW',NEST',FAST'
30,06_07_17',-1.19,LEFT',DW',NEST',FAST'
30,06_07_17',-1.19,LEFT',DW',NEST',FAST'
31,06_07_17',-1.19,LEFT',UW',FEED',FAST'
31,06_07_17',-1.19,LEFT',UW',FEED',FAST'
31,06_07_17',-1.19,LEFT',DW',NEST',FAST'
31,06_07_17',-1.19,LEFT',UW',FEED',FAST'
32,06_07_17',-1.19,LEFT',UW',FEED',FAST'
32,06_07_17',1.19,RITE',UW',NEST',FAST'
32,06_07_17',1.19,RITE',UW',NEST',FAST'
32,06_07_17',1.19,RITE',UW',NEST',FAST'
32,06_07_17',-1.19,LEFT',DW',NEST',FAST'
33,06_07_17',-1.19,LEFT',UW',FEED',FAST'
33,06_07_17',1.19,RITE',UW',NEST',FAST'
33,06_07_17',1.19,RITE',UW',NEST',FAST'
33,06_07_17',1.19,RITE',UW',NEST',FAST'
33,06_07_17',1.19,RITE',UW',NEST',FAST'
33,06_07_17',1.19,RITE',UW',NEST',FAST'
34,06_07_17',1.19,RITE',UW',NEST',FAST'
34,06_07_17',1.19,RITE',DW',FEED',FAST'
34,06_07_17',1.19,RITE',DW',FEED',FAST'
34,06_07_17',-1.19,LEFT',UW',FEED',FAST'
34,06_07_17',-1.19,LEFT',UW',FEED',FAST'
34,06_07_17',1.19,RITE',DW',FEED',FAST'
34,06_07_17',-1.19,LEFT',UW',FEED',FAST'
34,06_07_17',1.19,RITE',DW',FEED',FAST'
34,06_07_17',-1.19,LEFT',UW',FEED',FAST'
35,06_07_17',-1.19,LEFT',UW',FEED',FAST'
35,06_07_17',1.19,RITE',UW',NEST',FAST'
35,06_07_17',1.19,RITE',UW',NEST',FAST'
35,06_07_17',1.19,RITE',UW',NEST',FAST'
35,06_07_17',1.19,RITE',UW',NEST',FAST'
35,06_07_17',-1.19,LEFT',DW',NEST',FAST'
35,06_07_17',-1.19,LEFT',DW',NEST',FAST'
35,06_07_17',-1.19,LEFT',UW',FEED',FAST'
36,06_07_17',-1.19,LEFT',UW',FEED',FAST'
36,06_07_17',1.19,RITE',UW',NEST',FAST'
36,06_07_17',-1.19,LEFT',DW',NEST',FAST'
36,06_07_17',1.19,RITE',UW',NEST',FAST'
36,06_07_17',1.19,RITE',UW',NEST',FAST'
36,06_07_17',1.19,RITE',UW',NEST',FAST'
36,06_07_17',1.19,RITE',DW',FEED',FAST'
37,06_07_17',1.19,RITE',UW',NEST',FAST'
37,06_07_17',-1.19,LEFT',UW',FEED',FAST'
37,06_07_17',1.19,RITE',UW',NEST',FAST'
37,06_07_17',-1.19,LEFT',UW',FEED',FAST'
37,06_07_17',-1.19,LEFT',UW',FEED',FAST'
37,06_07_17',-1.19,LEFT',DW',NEST',FAST'
38,06_07_17',-1.19,LEFT',DW',NEST',FAST'
38,06_07_17',-1.19,LEFT',UW',FEED',FAST'
38,06_07_17',1.19,RITE',DW',FEED',FAST'
38,06_07_17',-1.19,LEFT',DW',NEST',FAST'
38,06_07_17',1.19,RITE',UW',NEST',FAST'
39,06_07_17',-1.19,LEFT',DW',NEST',FAST'
39,06_07_17',-1.19,LEFT',UW',FEED',FAST'
39,06_07_17',-1.19,LEFT',DW',NEST',FAST'
39,06_07_17',1.19,RITE',DW',FEED',FAST'
39,06_07_17',-1.19,LEFT',UW',FEED',FAST'
40,06_07_17',1.19,RITE',UW',NEST',FAST'
40,06_07_17',-1.19,LEFT',UW',FEED',FAST'
40,06_07_17',1.19,RITE',UW',NEST',FAST'
41,06_07_17',-1.19,LEFT',DW',NEST',FAST'
41,06_07_17',1.19,RITE',UW',NEST',FAST'
41,06_07_17',1.19,RITE',DW',FEED',FAST'
41,06_07_17',1.19,RITE',UW',NEST',FAST'
42,06_07_17',-1.19,LEFT',DW',NEST',FAST'
42,06_07_17',-1.19,LEFT',UW',FEED',FAST'
42,06_07_17',-1.19,LEFT',UW',FEED',FAST'
42,06_07_17',-1.19,LEFT',UW',FEED',FAST'
42,06_07_17',1.19,RITE',UW',NEST',FAST'
43,06_07_17',-1.19,LEFT',UW',FEED',FAST'
43,06_07_17',-1.19,LEFT',UW',FEED',FAST'
43,06_07_17',1.19,RITE',DW',FEED',FAST'
44,06_07_17',1.19,RITE',UW',NEST',FAST'
44,06_07_17',-1.19,LEFT',UW',FEED',FAST'
44,06_07_17',-1.19,LEFT',DW',NEST',FAST'
45,06_07_17',1.19,RITE',UW',NEST',FAST'
45,06_07_17',-1.19,LEFT',UW',FEED',FAST'
45,06_07_17',-1.19,LEFT',UW',FEED',FAST'
46,06_07_17',1.19,RITE',DW',FEED',FAST'
46,06_07_17',1.19,RITE',DW',FEED',FAST'
46,06_07_17',1.19,RITE',UW',NEST',FAST'
46,06_07_17',-1.19,LEFT',UW',FEED',FAST'
46,06_07_17',1.19,RITE',DW',FEED',FAST'
46,06_07_17',1.19,RITE',UW',NEST',FAST'
47,06_07_17',-1.19,LEFT',UW',FEED',FAST'
48,06_07_17',1.19,RITE',UW',NEST',FAST'
49,06_07_17',1.19,RITE',UW',NEST',FAST'
49,06_07_17',1.19,RITE',UW',NEST',FAST'
49,06_07_17',-1.19,LEFT',DW',NEST',FAST'
49,06_07_17',-1.19,LEFT',UW',FEED',FAST'
50,06_07_17',-1.19,LEFT',DW',NEST',FAST'
50,06_07_17',-1.19,LEFT',DW',NEST',FAST'
50,06_07_17',-1.19,LEFT',UW',FEED',FAST'
50,06_07_17',-1.19,LEFT',UW',FEED',FAST'
51,06_07_17',-1.19,LEFT',UW',FEED',FAST'
51,06_07_17',-1.19,LEFT',UW',FEED',FAST'
51,06_07_17',-1.19,LEFT',UW',FEED',FAST'
51,06_07_17',1.19,RITE',UW',NEST',FAST'
52,06_07_17',-1.19,LEFT',UW',FEED',FAST'
52,06_07_17',1.19,RITE',UW',NEST',FAST'
52,06_07_17',1.19,RITE',UW',NEST',FAST'
52,06_07_17',-1.19,LEFT',UW',FEED',FAST'
52,06_07_17',-1.19,LEFT',DW',NEST',FAST'
53,06_07_17',-1.19,LEFT',UW',FEED',FAST'
53,06_07_17',-1.19,LEFT',DW',NEST',FAST'
53,06_07_17',1.19,RITE',UW',NEST',FAST'
53,06_07_17',-1.19,LEFT',DW',NEST',FAST'
54,06_07_17',1.19,RITE',UW',NEST',FAST'
54,06_07_17',-1.19,LEFT',UW',FEED',FAST'
54,06_07_17',-1.19,LEFT',UW',FEED',FAST'
55,06_07_17',-1.19,LEFT',UW',FEED',FAST'
55,06_07_17',-1.19,LEFT',UW',FEED',FAST'
55,06_07_17',1.19,RITE',UW',NEST',FAST'
56,06_07_17',1.19,RITE',UW',NEST',FAST'
56,06_07_17',1.19,RITE',DW',FEED',FAST'
56,06_07_17',-1.19,LEFT',UW',FEED',FAST'
57,06_07_17',1.19,RITE',UW',NEST',FAST'
57,06_07_17',1.19,RITE',UW',NEST',FAST'
57,06_07_17',-1.19,LEFT',UW',FEED',FAST'
58,06_07_17',1.19,RITE',DW',FEED',FAST'
58,06_07_17',1.19,RITE',UW',NEST',FAST'
58,06_07_17',-1.19,LEFT',DW',NEST',FAST'
59,06_07_17',1.19,RITE',DW',FEED',FAST'
59,06_07_17',1.19,RITE',UW',NEST',FAST'
59,06_07_17',1.19,RITE',DW',FEED',FAST'
59,06_07_17',-1.19,LEFT',UW',FEED',FAST'
60,06_07_17',-1.19,LEFT',UW',FEED',FAST'
60,06_07_17',1.19,RITE',DW',FEED',FAST'
60,06_07_17',-1.19,LEFT',UW',FEED',FAST'
61,06_07_17',1.19,RITE',DW',FEED',FAST'
61,06_07_17',-1.19,LEFT',UW',FEED',FAST'
61,06_07_17',-1.19,LEFT',UW',FEED',FAST'
61,06_07_17',1.19,RITE',UW',NEST',FAST'
61,06_07_17',-1.19,LEFT',DW',NEST',FAST'
61,06_07_17',1.19,RITE',UW',NEST',FAST'
62,06_07_17',-1.19,LEFT',DW',NEST',FAST'
62,06_07_17',-1.19,LEFT',DW',NEST',FAST'
62,06_07_17',-1.19,LEFT',UW',FEED',FAST'
63,06_07_17',-1.19,LEFT',DW',NEST',FAST'
63,06_07_17',-1.19,LEFT',DW',NEST',FAST'
63,06_07_17',1.19,RITE',DW',FEED',FAST'
64,06_07_17',1.19,RITE',UW',NEST',FAST'
64,06_07_17',1.19,RITE',DW',FEED',FAST'
64,06_07_17',1.19,RITE',UW',NEST',FAST'
64,06_07_17',-1.19,LEFT',UW',FEED',FAST'
64,06_07_17',-1.19,LEFT',DW',NEST',FAST'
65,06_07_17',1.19,RITE',DW',FEED',FAST'
65,06_07_17',1.19,RITE',UW',NEST',FAST'
65,06_07_17',-1.19,LEFT',UW',FEED',FAST'
66,06_07_17',-1.19,LEFT',UW',FEED',FAST'
66,06_07_17',1.19,RITE',UW',NEST',FAST'
66,06_07_17',-1.19,LEFT',DW',NEST',FAST'
66,06_07_17',1.19,RITE',DW',FEED',FAST'
66,06_07_17',-1.19,LEFT',UW',FEED',FAST'
67,06_07_17',1.19,RITE',DW',FEED',FAST'
67,06_07_17',1.19,RITE',UW',NEST',FAST'
67,06_07_17',-1.19,LEFT',DW',NEST',FAST'
67,06_07_17',-1.19,LEFT',DW',NEST',FAST'
67,06_07_17',1.19,RITE',UW',NEST',FAST'
67,06_07_17',1.19,RITE',UW',NEST',FAST'
67,06_07_17',-1.19,LEFT',DW',NEST',FAST'
67,06_07_17',-1.19,LEFT',DW',NEST',FAST'
68,06_07_17',1.19,RITE',DW',FEED',FAST'
68,06_07_17',-1.19,LEFT',UW',FEED',FAST'
68,06_07_17',1.19,RITE',DW',FEED',FAST'
68,06_07_17',-1.19,LEFT',UW',FEED',FAST'
68,06_07_17',1.19,RITE',UW',NEST',FAST'
68,06_07_17',1.19,RITE',DW',FEED',FAST'
68,06_07_17',-1.19,LEFT',UW',FEED',FAST'
69,06_07_17',-1.19,LEFT',DW',NEST',FAST'
69,06_07_17',-1.19,LEFT',UW',FEED',FAST'
69,06_07_17',1.19,RITE',UW',NEST',FAST'
69,06_07_17',1.19,RITE',UW',NEST',FAST'
69,06_07_17',1.19,RITE',UW',NEST',FAST'
69,06_07_17',1.19,RITE',UW',NEST',FAST'
70,06_07_17',-1.19,LEFT',UW',FEED',FAST'
70,06_07_17',-1.19,LEFT',UW',FEED',FAST'
70,06_07_17',1.19,RITE',UW',NEST',FAST'
70,06_07_17',-1.19,LEFT',UW',FEED',FAST'
71,06_07_17',-1.19,LEFT',UW',FEED',FAST'
71,06_07_17',-1.19,LEFT',DW',NEST',FAST'
71,06_07_17',-1.19,LEFT',DW',NEST',FAST'
72,06_07_17',-1.19,LEFT',DW',NEST',FAST'
72,06_07_17',1.19,RITE',DW',FEED',FAST'
72,06_07_17',1.19,RITE',UW',NEST',FAST'
72,06_07_17',1.19,RITE',UW',NEST',FAST'
72,06_07_17',1.19,RITE',UW',NEST',FAST'
72,06_07_17',1.19,RITE',UW',NEST',FAST'
73,06_07_17',1.19,RITE',UW',NEST',FAST'
73,06_07_17',1.19,RITE',UW',NEST',FAST'
74,06_07_17',-1.19,LEFT',UW',FEED',FAST'
74,06_07_17',1.19,RITE',UW',NEST',FAST'
74,06_07_17',-1.19,LEFT',DW',NEST',FAST'
74,06_07_17',1.19,RITE',UW',NEST',FAST'
75,06_07_17',-1.19,LEFT',UW',FEED',FAST'
75,06_07_17',-1.19,LEFT',UW',FEED',FAST'
75,06_07_17',1.19,RITE',UW',NEST',FAST'
76,06_07_17',1.19,RITE',UW',NEST',FAST'
76,06_07_17',1.19,RITE',DW',FEED',FAST'
76,06_07_17',-1.19,LEFT',DW',NEST',FAST'
77,06_07_17',1.19,RITE',DW',FEED',FAST'
77,06_07_17',1.19,RITE',UW',NEST',FAST'
77,06_07_17',-1.19,LEFT',DW',NEST',FAST'
78,06_07_17',1.19,RITE',UW',NEST',FAST'
78,06_07_17',-1.19,LEFT',DW',NEST',FAST'
78,06_07_17',1.19,RITE',UW',NEST',FAST'
78,06_07_17',1.19,RITE',UW',NEST',FAST'
78,06_07_17',1.19,RITE',UW',NEST',FAST'
79,06_07_17',-1.19,LEFT',UW',FEED',FAST'
80,06_07_17',1.19,RITE',UW',NEST',FAST'
80,06_07_17',1.19,RITE',UW',NEST',FAST'
81,06_07_17',1.19,RITE',DW',FEED',FAST'
81,06_07_17',1.19,RITE',UW',NEST',FAST'
81,06_07_17',-1.19,LEFT',UW',FEED',FAST'
81,06_07_17',1.19,RITE',UW',NEST',FAST'
81,06_07_17',-1.19,LEFT',DW',NEST',FAST'
81,06_07_17',1.19,RITE',UW',NEST',FAST'
82,06_07_17',1.19,RITE',UW',NEST',FAST'
83,06_07_17',-1.19,LEFT',UW',FEED',FAST'
83,06_07_17',1.19,RITE',UW',NEST',FAST'
83,06_07_17',1.19,RITE',UW',NEST',FAST'
83,06_07_17',1.19,RITE',DW',FEED',FAST'
83,06_07_17',1.19,RITE',UW',NEST',FAST'
83,06_07_17',-1.19,LEFT',UW',FEED',FAST'
83,06_07_17',1.19,RITE',UW',NEST',FAST'
83,06_07_17',-1.19,LEFT',DW',NEST',FAST'
83,06_07_17',-1.19,LEFT',DW',NEST',FAST'
84,06_07_17',-1.19,LEFT',UW',FEED',FAST'
84,06_07_17',-1.19,LEFT',UW',FEED',FAST'
84,06_07_17',1.19,RITE',DW',FEED',FAST'
84,06_07_17',1.19,RITE',UW',NEST',FAST'
85,06_07_17',-1.19,LEFT',UW',FEED',FAST'
85,06_07_17',-1.19,LEFT',UW',FEED',FAST'
86,06_07_17',1.19,RITE',UW',NEST',FAST'
86,06_07_17',1.19,RITE',DW',FEED',FAST'
87,06_07_17',1.19,RITE',UW',NEST',FAST'
87,06_07_17',1.19,RITE',DW',FEED',FAST'
87,06_07_17',1.19,RITE',UW',NEST',FAST'
87,06_07_17',1.19,RITE',DW',FEED',FAST'
87,06_07_17',1.19,RITE',UW',NEST',FAST'
89,06_07_17',-1.19,LEFT',DW',NEST',FAST'
89,06_07_17',-1.19,LEFT',DW',NEST',FAST'
89,06_07_17',1.19,RITE',UW',NEST',FAST'
89,06_07_17',1.19,RITE',UW',NEST',FAST'
89,06_07_17',-1.19,LEFT',UW',FEED',FAST'
89,06_07_17',1.19,RITE',UW',NEST',FAST'
89,06_07_17',1.19,RITE',UW',NEST',FAST'
90,06_07_17',-1.19,LEFT',UW',FEED',FAST'
90,06_07_17',1.19,RITE',UW',NEST',FAST'
90,06_07_17',1.19,RITE',UW',NEST',FAST'
90,06_07_17',-1.19,LEFT',UW',FEED',FAST'
90,06_07_17',-1.19,LEFT',UW',FEED',FAST'
91,06_07_17',-1.19,LEFT',UW',FEED',FAST'
91,06_07_17',1.19,RITE',UW',NEST',FAST'
91,06_07_17',1.19,RITE',DW',FEED',FAST'
91,06_07_17',-1.19,LEFT',UW',FEED',FAST'
92,06_07_17',-1.19,LEFT',UW',FEED',FAST'
92,06_07_17',-1.19,LEFT',UW',FEED',FAST'
92,06_07_17',-1.19,LEFT',DW',NEST',FAST'
92,06_07_17',1.19,RITE',UW',NEST',FAST'
92,06_07_17',-1.19,LEFT',UW',FEED',FAST'
93,06_07_17',1.19,RITE',DW',FEED',FAST'
93,06_07_17',-1.19,LEFT',UW',FEED',FAST'
94,06_07_17',1.19,RITE',DW',FEED',FAST'
94,06_07_17',1.19,RITE',UW',NEST',FAST'
95,06_07_17',-1.19,LEFT',UW',FEED',FAST'
95,06_07_17',-1.19,LEFT',UW',FEED',FAST'
95,06_07_17',-1.19,LEFT',DW',NEST',FAST'
95,06_07_17',1.19,RITE',UW',NEST',FAST'
95,06_07_17',-1.19,LEFT',UW',FEED',FAST'
95,06_07_17',-1.19,LEFT',UW',FEED',FAST'
96,06_07_17',1.19,RITE',UW',NEST',FAST'
96,06_07_17',1.19,RITE',UW',NEST',FAST'
96,06_07_17',-1.19,LEFT',DW',NEST',FAST'
97,06_07_17',1.19,RITE',UW',NEST',FAST'
97,06_07_17',-1.19,LEFT',UW',FEED',FAST'
97,06_07_17',1.19,RITE',UW',NEST',FAST'
98,06_07_17',1.19,RITE',DW',FEED',FAST'
98,06_07_17',1.19,RITE',UW',NEST',FAST'
98,06_07_17',-1.19,LEFT',DW',NEST',FAST'
98,06_07_17',-1.19,LEFT',UW',FEED',FAST'
98,06_07_17',-1.19,LEFT',DW',NEST',FAST'
98,06_07_17',1.19,RITE',DW',FEED',FAST'
98,06_07_17',-1.19,LEFT',DW',NEST',FAST'
98,06_07_17',1.19,RITE',DW',FEED',FAST'
99,06_07_17',1.19,RITE',UW',NEST',FAST'
99,06_07_17',1.19,RITE',UW',NEST',FAST'
99,06_07_17',1.19,RITE',DW',FEED',FAST'
99,06_07_17',1.19,RITE',DW',FEED',FAST'
100,06_07_17',1.19,RITE',UW',NEST',FAST'
100,06_07_17',1.19,RITE',UW',NEST',FAST'
100,06_07_17',1.19,RITE',UW',NEST',FAST'
100,06_07_17',1.19,RITE',UW',NEST',FAST'
100,06_07_17',1.19,RITE',UW',NEST',FAST'
100,06_07_17',1.19,RITE',UW',NEST',FAST'
101,06_07_17',-1.19,LEFT',UW',FEED',FAST'
101,06_07_17',-1.19,LEFT',DW',NEST',FAST'
101,06_07_17',1.19,RITE',UW',NEST',FAST'
102,06_07_17',-1.19,LEFT',UW',FEED',FAST'
102,06_07_17',-1.19,LEFT',UW',FEED',FAST'
104,06_07_17',-1.19,LEFT',DW',NEST',FAST'
104,06_07_17',-1.19,LEFT',UW',FEED',FAST'
104,06_07_17',1.19,RITE',UW',NEST',FAST'
104,06_07_17',1.19,RITE',DW',FEED',FAST'
104,06_07_17',1.19,RITE',UW',NEST',FAST'
104,06_07_17',-1.19,LEFT',DW',NEST',FAST'
104,06_07_17',1.19,RITE',UW',NEST',FAST'
105,06_07_17',-1.19,LEFT',UW',FEED',FAST'
105,06_07_17',1.19,RITE',UW',NEST',FAST'
105,06_07_17',1.19,RITE',UW',NEST',FAST'
106,06_07_17',-1.19,LEFT',UW',FEED',FAST'
106,06_07_17',1.19,RITE',UW',NEST',FAST'
106,06_07_17',1.19,RITE',UW',NEST',FAST'
107,06_07_17',1.19,RITE',UW',NEST',FAST'
107,06_07_17',-1.19,LEFT',UW',FEED',FAST'
107,06_07_17',1.19,RITE',UW',NEST',FAST'
108,06_07_17',1.19,RITE',DW',FEED',FAST'
108,06_07_17',-1.19,LEFT',UW',FEED',FAST'
108,06_07_17',-1.19,LEFT',UW',FEED',FAST'
108,06_07_17',-1.19,LEFT',UW',FEED',FAST'
108,06_07_17',1.19,RITE',UW',NEST',FAST'
108,06_07_17',-1.19,LEFT',UW',FEED',FAST'
108,06_07_17',-1.19,LEFT',DW',NEST',FAST'
108,06_07_17',-1.19,LEFT',UW',FEED',FAST'
108,06_07_17',-1.19,LEFT',DW',NEST',FAST'
109,06_07_17',1.19,RITE',UW',NEST',FAST'
109,06_07_17',1.19,RITE',DW',FEED',FAST'
109,06_07_17',-1.19,LEFT',UW',FEED',FAST'
109,06_07_17',1.19,RITE',UW',NEST',FAST'
110,06_07_17',1.19,RITE',UW',NEST',FAST'
110,06_07_17',1.19,RITE',DW',FEED',FAST'
110,06_07_17',1.19,RITE',UW',NEST',FAST'
110,06_07_17',1.19,RITE',DW',FEED',FAST'
111,06_07_17',-1.19,LEFT',UW',FEED',FAST'
111,06_07_17',-1.19,LEFT',UW',FEED',FAST'
111,06_07_17',-1.19,LEFT',UW',FEED',FAST'
111,06_07_17',-1.19,LEFT',UW',FEED',FAST'
111,06_07_17',-1.19,LEFT',UW',FEED',FAST'
111,06_07_17',-1.19,LEFT',UW',FEED',FAST'
111,06_07_17',-1.19,LEFT',UW',FEED',FAST'
112,06_07_17',1.19,RITE',UW',NEST',FAST'
112,06_07_17',1.19,RITE',DW',FEED',FAST'
112,06_07_17',1.19,RITE',UW',NEST',FAST'
112,06_07_17',-1.19,LEFT',UW',FEED',FAST'
112,06_07_17',-1.19,LEFT',UW',FEED',FAST'
112,06_07_17',-1.19,LEFT',UW',FEED',FAST'
112,06_07_17',-1.19,LEFT',UW',FEED',FAST'
113,06_07_17',1.19,RITE',UW',NEST',FAST'
113,06_07_17',-1.19,LEFT',DW',NEST',FAST'
113,06_07_17',1.19,RITE',UW',NEST',FAST'
113,06_07_17',-1.19,LEFT',UW',FEED',FAST'
113,06_07_17',-1.19,LEFT',DW',NEST',FAST'
113,06_07_17',-1.19,LEFT',UW',FEED',FAST'
113,06_07_17',-1.19,LEFT',DW',NEST',FAST'
113,06_07_17',1.19,RITE',UW',NEST',FAST'
114,06_07_17',1.19,RITE',DW',FEED',FAST'
114,06_07_17',1.19,RITE',DW',FEED',FAST'
114,06_07_17',-1.19,LEFT',DW',NEST',FAST'
114,06_07_17',1.19,RITE',UW',NEST',FAST'
114,06_07_17',1.19,RITE',UW',NEST',FAST'
114,06_07_17',1.19,RITE',UW',NEST',FAST'
115,06_07_17',1.19,RITE',UW',NEST',FAST'
115,06_07_17',1.19,RITE',UW',NEST',FAST'
115,06_07_17',-1.19,LEFT',DW',NEST',FAST'
116,06_07_17',1.19,RITE',UW',NEST',FAST'
116,06_07_17',-1.19,LEFT',UW',FEED',FAST'
116,06_07_17',-1.19,LEFT',UW',FEED',FAST'
116,06_07_17',1.19,RITE',UW',NEST',FAST'
116,06_07_17',1.19,RITE',UW',NEST',FAST'
116,06_07_17',1.19,RITE',DW',FEED',FAST'
